Município;Menor 1 ano;1 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 29 anos;30 a 39 anos;40 a 49 anos;50 a 59 anos;60 a 69 anos;70 a 79 anos;80 anos e mais;Idade ignorada;Total
411100 Itambaracá;-;-;-;-;-;-;-;-;-;1;1;-;-;2
411110 Itambé;-;-;-;-;-;-;-;-;-;-;-;1;-;1
411120 Itapejara d'Oeste;-;-;-;-;-;-;1;-;-;1;-;1;-;3
411125 Itaperuçu;-;-;-;-;-;1;1;1;-;-;-;-;-;3
411130 Itaúna do Sul;-;-;-;-;-;-;-;-;-;-;-;-;-;-
411140 Ivaí;-;-;-;-;1;-;-;-;-;-;-;-;-;1
411150 Ivaiporã;-;1;-;-;-;-;-;-;-;1;-;1;-;3
411155 Ivaté;-;-;-;-;-;1;-;-;-;-;1;-;-;2
411160 Ivatuba;-;-;-;-;-;-;-;-;-;-;-;-;-;-
411170 Jaboti;-;-;-;-;-;-;-;-;-;-;-;-;-;-
411180 Jacarezinho;-;-;-;-;1;-;1;-;-;-;1;-;-;3
411190 Jaguapitã;-;-;-;-;-;1;-;-;-;-;1;1;-;3
411200 Jaguariaíva;-;-;-;-;-;1;-;-;-;1;1;-;-;3
411210 Jandaia do Sul;-;-;1;-;-;-;-;-;-;2;-;1;-;4
411220 Janiópolis;-;1;-;-;1;-;-;-;-;-;1;-;-;3
411230 Japira;-;-;-;-;-;-;-;-;-;-;-;-;-;-
411240 Japurá;-;-;-;-;-;-;-;-;-;-;-;-;-;-
411250 Jardim Alegre;-;-;-;-;-;1;-;-;-;-;-;-;-;1
411260 Jardim Olinda;-;-;-;-;-;-;-;-;-;-;-;-;-;-
411270 Jataizinho;-;-;-;-;2;1;-;-;-;-;1;-;-;4
411275 Jesuítas;-;-;-;-;-;2;-;-;1;-;-;-;-;3
411280 Joaquim Távora;-;-;-;-;-;1;-;-;-;-;-;-;-;1
411290 Jundiaí do Sul;-;-;-;-;-;-;-;-;-;-;-;1;-;1
411295 Juranda;-;-;-;-;-;-;-;1;-;1;-;-;-;2
411300 Jussara;-;1;-;-;-;-;-;-;-;-;-;1;-;2
411310 Kaloré;-;-;-;-;-;-;-;-;-;-;-;-;-;-
411320 Lapa;-;-;-;-;1;1;-;-;-;-;1;1;-;4
411325 Laranjal;-;-;-;-;-;1;-;-;-;-;-;-;-;1
411330 Laranjeiras do Sul;1;-;-;-;1;1;-;-;-;2;-;-;-;5
411340 Leópolis;-;-;-;-;-;-;-;-;-;-;-;-;-;-
411342 Lidianópolis;-;-;-;-;-;-;-;-;-;-;-;-;-;-
411345 Lindoeste;-;-;-;-;-;-;-;-;-;-;-;-;-;-
411350 Loanda;-;-;-;-;1;1;1;1;-;-;-;1;-;5
411360 Lobato;-;-;-;-;-;-;-;-;-;-;-;-;-;-
411370 Londrina;-;1;-;1;3;6;9;4;10;8;23;44;-;109
411373 Luiziana;1;-;-;-;-;-;1;-;-;-;-;-;-;2
411375 Lunardelli;-;-;-;-;-;-;-;-;-;-;-;-;-;-
411380 Lupionópolis;-;-;-;-;-;-;-;-;-;-;-;1;-;1
411390 Mallet;-;-;-;-;-;-;-;-;-;-;-;1;-;1
411400 Mamborê;1;-;-;1;1;-;-;-;-;-;-;-;-;3
411410 Mandaguaçu;-;-;-;-;-;1;-;-;-;-;-;-;-;1
411420 Mandaguari;1;-;-;-;-;1;-;-;1;-;1;4;-;8
411430 Mandirituba;-;-;-;-;1;1;-;3;1;-;2;-;-;8
411435 Manfrinópolis;-;-;-;-;-;-;-;1;-;-;1;-;-;2
411440 Mangueirinha;-;-;-;-;-;-;-;-;1;1;-;-;-;2
411450 Manoel Ribas;-;-;-;-;-;-;1;-;-;1;-;1;-;3
411460 Marechal Cândido Rondon;1;-;-;-;-;-;-;1;-;-;-;3;-;5
411470 Maria Helena;-;-;-;-;-;-;-;-;1;-;-;-;-;1
411480 Marialva;-;-;2;-;-;1;1;-;-;-;1;-;-;5
411490 Marilândia do Sul;-;-;1;-;-;-;-;-;1;1;-;-;-;3
411500 Marilena;-;-;-;-;-;1;-;-;-;-;-;1;-;2
411510 Mariluz;1;-;-;-;-;1;-;-;-;-;-;-;-;2
411520 Maringá;1;2;-;1;4;11;9;5;5;1;4;16;-;59
411530 Mariópolis;-;-;-;-;-;-;-;-;-;-;-;-;-;-
411535 Maripá;-;-;-;-;-;-;-;-;-;-;-;-;-;-
411540 Marmeleiro;-;-;-;-;-;-;1;-;-;-;-;1;-;2
411545 Marquinho;-;-;-;-;-;-;-;-;-;-;-;-;-;-
411550 Marumbi;-;-;-;-;-;-;-;-;-;-;-;-;-;-
411560 Matelândia;-;-;-;-;-;-;-;-;-;-;2;-;-;2
411570 Matinhos;-;-;-;-;-;2;1;3;1;-;-;-;-;7
411573 Mato Rico;-;-;-;-;-;-;-;-;-;-;-;-;-;-
411575 Mauá da Serra;1;-;-;-;1;-;-;2;-;-;1;-;-;5
411580 Medianeira;-;-;-;-;-;-;1;-;-;-;2;1;-;4
411585 Mercedes;-;-;-;-;-;-;-;1;-;-;-;-;-;1
411590 Mirador;-;-;-;-;-;-;-;-;-;-;-;-;-;-
411600 Miraselva;-;-;-;-;-;-;-;-;-;-;-;-;-;-
411605 Missal;-;-;1;-;-;1;-;-;-;1;-;2;-;5
411610 Moreira Sales;-;-;-;-;-;-;-;-;-;-;1;1;-;2
411620 Morretes;-;-;-;-;-;-;-;-;1;-;-;-;-;1
411630 Munhoz de Melo;-;-;-;-;-;-;-;-;-;-;-;-;-;-
411640 Nossa Senhora das Graças;-;-;-;-;1;-;-;-;-;-;-;-;-;1
411650 Nova Aliança do Ivaí;-;-;-;-;-;-;-;-;-;-;-;-;-;-
411660 Nova América da Colina;-;-;-;-;-;-;-;-;-;-;-;-;-;-
411670 Nova Aurora;-;-;-;-;-;-;-;-;-;1;-;1;-;2
411680 Nova Cantu;-;-;-;-;1;-;-;-;-;-;-;-;-;1
411690 Nova Esperança;-;-;-;-;-;1;-;-;-;-;-;-;-;1
411695 Nova Esperança do Sudoeste;-;-;-;-;-;-;-;-;-;-;1;-;-;1
411700 Nova Fátima;-;-;-;-;-;-;-;-;1;-;-;-;-;1
411705 Nova Laranjeiras;-;-;-;-;-;1;-;-;-;-;-;-;-;1
411710 Nova Londrina;-;-;-;-;-;1;-;-;-;-;2;-;-;3
411720 Nova Olímpia;-;-;-;-;-;-;-;1;-;-;-;-;-;1
411725 Nova Prata do Iguaçu;-;-;-;-;-;-;-;1;-;-;-;1;-;2
411721 Nova Santa Bárbara;-;-;-;-;-;-;-;-;-;-;-;-;-;-
411722 Nova Santa Rosa;-;-;-;-;-;-;-;-;1;-;-;1;-;2
411727 Nova Tebas;-;-;-;-;-;1;-;-;-;-;-;-;-;1
411729 Novo Itacolomi;-;-;-;-;-;-;-;-;-;-;-;1;-;1
411730 Ortigueira;-;-;-;-;-;1;-;-;-;-;1;-;-;2
411740 Ourizona;-;-;-;-;-;-;-;-;-;-;-;-;-;-
411745 Ouro Verde do Oeste;-;-;-;-;-;-;-;-;-;-;-;-;-;-
411750 Paiçandu;-;-;-;-;-;-;-;1;-;-;-;-;-;1
411760 Palmas;-;-;1;-;-;1;1;1;-;-;1;-;-;5
411770 Palmeira;-;-;1;-;-;2;-;-;1;-;1;1;-;6
411780 Palmital;-;-;-;-;-;1;-;-;1;-;-;-;-;2
411790 Palotina;1;-;-;-;-;-;2;-;1;-;-;-;-;4
411800 Paraíso do Norte;-;-;-;-;-;1;-;-;-;-;-;-;-;1
411810 Paranacity;-;-;-;-;-;-;-;-;-;-;-;1;-;1
411820 Paranaguá;-;-;-;1;-;3;2;4;2;2;3;2;-;19
411830 Paranapoema;-;-;-;-;-;-;1;-;-;-;-;1;-;2
411840 Paranavaí;-;-;-;-;1;3;2;3;1;3;1;7;-;21
411845 Pato Bragado;-;-;-;-;1;-;1;-;-;-;1;-;-;3
411850 Pato Branco;1;-;1;-;1;2;-;2;2;1;3;2;-;15
411860 Paula Freitas;-;-;-;-;-;-;-;-;1;-;-;-;-;1
411870 Paulo Frontin;-;-;-;-;-;-;-;-;-;-;-;-;-;-
411880 Peabiru;-;-;-;-;-;-;-;-;-;-;-;-;-;-
411885 Perobal;-;-;-;-;-;-;-;1;-;-;-;-;-;1
411890 Pérola;-;-;-;-;-;-;-;-;-;-;1;-;-;1
411900 Pérola d'Oeste;-;-;-;-;-;-;-;-;-;-;-;-;-;-
411910 Piên;-;-;-;-;-;-;-;-;-;-;-;1;-;1
411915 Pinhais;1;1;1;-;1;1;3;4;2;-;1;3;-;18
411925 Pinhal de São Bento;-;-;-;1;-;-;-;-;-;-;-;-;-;1
411920 Pinhalão;-;-;-;-;-;1;-;-;-;1;-;-;-;2
411930 Pinhão;-;-;-;-;-;-;1;2;1;-;1;1;-;6
411940 Piraí do Sul;1;-;-;-;-;-;-;-;-;-;-;-;-;1
411950 Piraquara;2;1;-;-;1;-;3;3;-;1;1;-;-;12
411960 Pitanga;-;-;-;-;1;1;-;-;-;-;-;-;-;2
411965 Pitangueiras;-;-;-;-;-;-;-;-;-;-;-;-;-;-
411970 Planaltina do Paraná;-;-;-;-;-;-;-;-;-;-;-;-;-;-
411980 Planalto;-;-;-;-;-;-;-;2;-;1;-;-;-;3
411990 Ponta Grossa;1;1;2;-;1;7;2;4;-;5;10;10;-;43
411995 Pontal do Paraná;-;-;-;-;1;-;-;-;1;-;-;1;-;3
412000 Porecatu;-;-;-;1;-;-;-;1;-;1;-;-;-;3
412010 Porto Amazonas;-;-;-;-;-;1;-;-;-;-;-;-;-;1
412015 Porto Barreiro;-;-;-;-;1;-;-;-;-;-;-;-;-;1
412020 Porto Rico;1;-;-;-;-;-;-;-;-;-;-;-;-;1
412030 Porto Vitória;-;-;-;1;1;-;-;-;-;-;1;-;-;3
412033 Prado Ferreira;-;-;-;-;-;-;-;-;-;-;-;-;-;-
412035 Pranchita;-;-;-;-;-;-;1;-;-;-;-;1;-;2
412040 Presidente Castelo Branco;-;-;-;-;-;-;-;1;-;-;-;-;-;1
412050 Primeiro de Maio;-;-;-;-;1;-;-;-;-;1;-;-;-;2
412060 Prudentópolis;-;-;-;-;1;-;-;1;1;-;1;2;-;6
412065 Quarto Centenário;-;-;-;-;-;-;-;-;-;-;-;-;-;-
412070 Quatiguá;-;-;-;-;-;2;-;-;1;-;-;-;-;3
412080 Quatro Barras;-;-;-;-;-;-;1;-;1;-;1;-;-;3
412085 Quatro Pontes;-;-;-;-;-;-;-;-;-;-;1;-;-;1
412090 Quedas do Iguaçu;1;-;-;1;-;1;-;1;1;-;-;-;-;5
412100 Querência do Norte;-;-;-;-;1;-;-;-;-;-;1;-;-;2
412110 Quinta do Sol;-;-;-;-;-;-;-;-;-;-;-;-;-;-
412120 Quitandinha;-;-;1;-;-;-;-;-;-;-;-;1;-;2
412125 Ramilândia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
412130 Rancho Alegre;-;-;-;-;-;-;-;-;-;-;-;-;-;-
412135 Rancho Alegre D'Oeste;-;-;-;-;-;-;-;-;-;-;-;-;-;-
412140 Realeza;-;-;-;-;-;1;-;-;-;3;-;1;-;5
412150 Rebouças;-;1;-;-;-;-;-;-;-;-;-;-;-;1
412160 Renascença;-;-;-;-;-;-;-;-;-;-;-;-;-;-
412170 Reserva;-;-;-;-;-;-;2;1;-;1;1;-;-;5
412175 Reserva do Iguaçu;-;-;-;-;-;-;1;-;-;-;-;-;-;1
412180 Ribeirão Claro;-;-;-;-;-;-;-;-;1;-;-;1;-;2
412190 Ribeirão do Pinhal;-;-;-;-;-;1;1;-;-;-;-;2;-;4
412200 Rio Azul;-;-;-;-;-;-;-;-;-;-;-;-;-;-
412210 Rio Bom;-;-;-;-;-;-;-;-;-;-;1;-;-;1
412215 Rio Bonito do Iguaçu;-;-;-;-;1;-;-;1;-;1;-;-;-;3
412217 Rio Branco do Ivaí;-;-;-;-;1;-;-;-;-;-;-;-;-;1
412220 Rio Branco do Sul;-;-;-;1;-;-;-;-;-;-;-;-;-;1
412230 Rio Negro;-;-;-;-;-;-;-;1;-;-;-;1;-;2
412240 Rolândia;-;-;-;1;-;1;1;2;1;-;-;3;-;9
412250 Roncador;-;-;-;-;-;-;1;-;-;-;1;-;-;2
412260 Rondon;-;-;-;-;-;-;-;-;-;-;-;1;-;1
412265 Rosário do Ivaí;-;-;-;-;-;-;-;-;1;-;-;-;-;1
412270 Sabáudia;-;-;-;-;-;-;-;-;-;1;-;1;-;2
412280 Salgado Filho;-;-;-;-;-;-;-;1;-;-;-;-;-;1
412290 Salto do Itararé;-;-;-;-;-;-;-;-;-;-;-;-;-;-
412300 Salto do Lontra;-;-;1;-;-;2;-;3;-;-;-;-;-;6
412310 Santa Amélia;-;-;1;-;-;-;1;-;-;-;-;-;-;2
412320 Santa Cecília do Pavão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
412330 Santa Cruz de Monte Castelo;-;-;-;1;-;-;-;-;-;-;2;-;-;3
412340 Santa Fé;-;-;-;-;-;-;-;1;-;-;-;1;-;2
412350 Santa Helena;-;-;-;-;-;2;-;1;-;1;-;-;-;4
412360 Santa Inês;-;-;-;-;-;-;-;-;-;-;-;-;-;-
412370 Santa Isabel do Ivaí;-;1;-;-;-;-;-;-;-;-;-;2;-;3
412380 Santa Izabel do Oeste;-;-;-;-;-;-;2;-;-;1;-;-;-;3
412382 Santa Lúcia;-;-;-;-;-;-;-;-;-;-;-;1;-;1
412385 Santa Maria do Oeste;-;-;-;-;-;-;-;-;-;-;-;1;-;1
412390 Santa Mariana;-;-;-;-;-;-;-;-;1;-;-;-;-;1
412395 Santa Mônica;-;-;-;-;-;-;-;-;-;-;-;-;-;-
412402 Santa Tereza do Oeste;-;-;-;-;1;1;-;-;1;-;-;-;-;3
412405 Santa Terezinha de Itaipu;-;-;-;-;-;-;-;2;-;1;1;2;-;6
412400 Santana do Itararé;-;-;-;-;-;1;-;-;-;-;-;-;-;1
412410 Santo Antônio da Platina;-;-;-;-;1;-;2;-;-;1;-;3;-;7
412420 Santo Antônio do Caiuá;-;-;-;-;1;-;-;-;-;-;-;-;-;1
412430 Santo Antônio do Paraíso;-;-;-;-;-;-;-;-;-;-;-;-;-;-
412440 Santo Antônio do Sudoeste;-;-;-;-;-;-;-;-;-;-;-;-;-;-
412450 Santo Inácio;-;-;-;-;-;1;-;-;-;-;-;-;-;1
412460 São Carlos do Ivaí;-;-;-;-;-;-;-;-;-;1;-;-;-;1
412470 São Jerônimo da Serra;-;-;-;-;-;-;-;-;-;-;1;-;-;1
412480 São João;-;-;-;-;-;1;-;-;-;1;-;1;-;3
412490 São João do Caiuá;-;-;-;-;-;-;-;1;-;1;-;-;-;2
412500 São João do Ivaí;-;-;-;-;-;-;-;1;-;-;-;3;-;4
412510 São João do Triunfo;-;-;-;-;-;-;-;-;-;-;-;-;-;-
412520 São Jorge d'Oeste;-;-;-;-;-;-;1;-;1;1;-;-;-;3
412530 São Jorge do Ivaí;-;-;-;-;-;-;-;-;-;-;-;-;-;-
412535 São Jorge do Patrocínio;-;-;-;-;-;-;-;-;-;-;-;-;-;-
412540 São José da Boa Vista;-;-;-;-;-;-;-;-;1;-;-;-;-;1
412545 São José das Palmeiras;-;-;-;-;-;-;-;-;-;-;-;-;-;-
412550 São José dos Pinhais;1;-;-;3;-;5;4;4;2;1;5;4;-;29
412555 São Manoel do Paraná;-;-;-;-;-;-;-;-;-;-;-;-;-;-
412560 São Mateus do Sul;-;-;-;-;-;-;2;-;1;-;2;2;-;7
412570 São Miguel do Iguaçu;-;-;-;-;-;1;1;2;1;-;-;1;-;6
412575 São Pedro do Iguaçu;-;-;-;-;-;-;-;-;-;-;-;-;-;-
412580 São Pedro do Ivaí;-;-;-;-;-;-;-;-;-;-;-;-;-;-
412590 São Pedro do Paraná;-;-;-;-;-;-;-;-;-;-;-;-;-;-
412600 São Sebastião da Amoreira;-;-;-;-;-;-;-;-;-;-;-;-;-;-
412610 São Tomé;-;-;-;-;-;-;-;-;-;-;-;-;-;-
412620 Sapopema;-;-;-;-;-;-;-;-;-;-;-;-;-;-
412625 Sarandi;-;-;-;-;-;2;-;2;2;1;2;5;-;14
412627 Saudade do Iguaçu;-;-;-;-;-;-;-;-;-;-;-;-;-;-
412630 Sengés;-;-;-;-;-;-;1;-;-;-;-;-;-;1
412635 Serranópolis do Iguaçu;-;-;-;-;-;-;-;1;-;-;-;-;-;1
412640 Sertaneja;-;-;-;-;-;-;-;-;-;-;-;1;-;1
412650 Sertanópolis;-;-;-;1;-;-;-;1;-;-;1;2;-;5
412660 Siqueira Campos;-;-;-;-;1;1;-;-;-;1;-;-;-;3
412665 Sulina;-;-;-;-;-;-;-;-;-;-;1;-;-;1
412667 Tamarana;-;-;-;-;-;-;-;-;-;1;-;-;-;1
412670 Tamboara;-;-;-;-;-;-;-;-;-;-;-;-;-;-
412680 Tapejara;-;-;-;-;-;-;1;-;-;-;1;2;-;4
412690 Tapira;-;-;-;-;-;-;-;-;1;-;-;-;-;1
412700 Teixeira Soares;-;-;-;-;-;-;-;1;-;-;-;-;-;1
412710 Telêmaco Borba;-;-;-;1;5;-;3;-;2;1;-;-;-;12
412720 Terra Boa;-;-;-;-;-;-;-;1;-;-;-;-;-;1
412730 Terra Rica;-;-;-;-;-;1;-;-;-;-;1;-;-;2
412740 Terra Roxa;-;-;-;-;-;1;2;-;-;1;-;-;-;4
412750 Tibagi;1;-;-;-;-;1;-;-;-;-;1;1;-;4
412760 Tijucas do Sul;-;-;-;-;-;-;1;-;-;-;-;3;-;4
412770 Toledo;-;1;1;2;1;3;4;2;4;3;4;5;-;30
412780 Tomazina;-;-;-;-;-;-;-;-;-;-;-;-;-;-
412785 Três Barras do Paraná;-;-;-;-;-;-;-;-;1;1;1;-;-;3
412788 Tunas do Paraná;-;-;-;-;-;-;-;1;-;-;-;-;-;1
412790 Tuneiras do Oeste;-;-;-;-;-;-;-;-;-;-;-;2;-;2
412795 Tupãssi;-;-;-;-;-;-;-;-;-;-;-;1;-;1
412796 Turvo;-;-;-;-;-;1;-;1;-;-;-;-;-;2
412800 Ubiratã;-;-;-;-;-;-;4;-;-;-;1;1;-;6
412810 Umuarama;-;-;1;-;-;-;2;-;-;1;2;3;-;9
412820 União da Vitória;1;1;-;-;3;4;3;11;5;2;1;2;-;33
412830 Uniflor;-;-;-;-;1;-;-;-;-;-;-;-;-;1
412840 Uraí;-;-;-;-;-;-;-;-;-;-;-;-;-;-
412853 Ventania;-;-;-;-;-;-;1;-;-;-;-;-;-;1
412855 Vera Cruz do Oeste;-;-;-;-;2;1;-;-;-;-;-;1;-;4
412860 Verê;-;-;-;-;-;-;1;-;-;-;-;1;-;2
412865 Virmond;-;-;-;-;-;-;-;-;-;-;-;-;-;-
412870 Vitorino;-;-;-;-;-;-;1;-;-;-;-;-;-;1
412850 Wenceslau Braz;-;-;-;-;-;1;-;-;-;-;-;1;-;2
412880 Xambrê;-;-;-;-;-;-;-;-;-;-;-;-;-;-
410000 Município ignorado - PR;-;-;-;-;-;-;-;-;-;2;-;-;1;3
420005 Abdon Batista;-;-;-;-;-;-;1;-;-;-;1;-;-;2
420010 Abelardo Luz;-;-;-;-;-;-;-;-;-;-;1;-;-;1
420020 Agrolândia;-;-;-;-;-;1;-;1;-;-;-;-;-;2
420030 Agronômica;-;-;-;-;-;-;-;-;-;-;-;-;-;-
420040 Água Doce;-;-;-;-;1;-;-;-;1;-;-;-;-;2
420050 Águas de Chapecó;-;-;-;-;-;-;-;-;-;-;1;-;-;1
420055 Águas Frias;-;-;-;-;-;-;-;-;-;-;-;-;-;-
420060 Águas Mornas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
420070 Alfredo Wagner;-;-;-;-;-;-;-;-;1;-;-;-;-;1
420075 Alto Bela Vista;-;-;-;-;-;-;-;-;-;-;-;-;-;-
420080 Anchieta;-;-;-;-;-;-;-;-;1;-;-;1;-;2
420090 Angelina;-;-;-;-;-;-;-;-;-;-;-;-;-;-
420100 Anita Garibaldi;1;-;-;-;-;-;-;-;-;-;-;-;-;1
420110 Anitápolis;-;-;-;-;-;-;-;-;-;-;-;-;-;-
420120 Antônio Carlos;-;-;-;-;-;-;-;-;-;-;-;-;-;-
420125 Apiúna;-;-;-;-;-;-;-;-;-;-;-;-;-;-
420127 Arabutã;-;-;-;-;-;-;-;-;-;-;-;-;-;-
420130 Araquari;-;-;-;-;-;-;-;1;-;-;-;-;-;1
420140 Araranguá;-;-;-;-;-;1;1;1;-;-;1;1;-;5
420150 Armazém;-;-;-;-;-;-;-;-;-;1;2;-;-;3
420160 Arroio Trinta;-;-;-;-;-;-;-;-;-;-;-;1;-;1
420165 Arvoredo;-;-;-;-;-;-;-;-;-;-;-;-;-;-
420170 Ascurra;-;-;-;-;1;-;-;-;-;-;-;2;-;3
420180 Atalanta;-;-;-;-;-;-;-;-;-;-;-;-;-;-
420190 Aurora;-;-;-;-;-;-;-;-;-;-;-;-;-;-
420195 Balneário Arroio do Silva;-;-;-;-;-;1;-;-;-;-;1;-;-;2
420205 Balneário Barra do Sul;-;-;-;-;-;-;1;1;-;-;-;1;-;3
420200 Balneário Camboriú;-;-;-;-;-;3;1;3;5;2;1;8;-;23
420207 Balneário Gaivota;-;-;-;-;-;-;-;-;-;1;-;-;-;1
421280 Balneário Piçarras;-;-;-;-;-;2;1;-;-;-;1;-;-;4
422000 Balneário Rincão;-;-;-;-;-;-;1;-;-;1;-;-;-;2
420208 Bandeirante;-;-;-;-;-;-;-;-;-;-;-;-;-;-
420209 Barra Bonita;-;-;-;-;-;-;-;-;-;-;-;-;-;-
420210 Barra Velha;-;-;-;1;-;1;2;-;1;-;-;1;-;6
420213 Bela Vista do Toldo;-;-;-;-;-;-;-;-;-;-;-;-;-;-
420215 Belmonte;-;-;-;-;-;-;-;-;-;-;-;-;-;-
420220 Benedito Novo;-;-;-;-;-;-;-;-;-;-;-;1;-;1
420230 Biguaçu;-;-;-;-;1;-;1;-;3;-;1;1;-;7
420240 Blumenau;-;-;-;-;3;7;8;1;6;3;4;2;-;34
420243 Bocaina do Sul;-;-;-;-;-;-;-;-;1;-;-;-;-;1
420250 Bom Jardim da Serra;-;-;-;-;1;-;-;-;-;-;-;-;-;1
420253 Bom Jesus;-;-;-;-;-;-;-;-;-;-;-;-;-;-
420257 Bom Jesus do Oeste;-;-;-;-;-;-;1;-;-;-;-;-;-;1
420260 Bom Retiro;-;-;-;-;-;-;-;-;-;-;-;-;-;-
420245 Bombinhas;-;-;-;-;-;-;1;-;-;-;-;-;-;1
420270 Botuverá;-;-;-;-;-;-;-;-;-;-;-;-;-;-
420280 Braço do Norte;-;-;-;-;-;1;1;1;-;2;-;1;-;6
420285 Braço do Trombudo;-;-;-;-;-;-;-;-;-;-;-;1;-;1
420287 Brunópolis;-;-;-;-;-;-;-;-;-;-;-;-;-;-
420290 Brusque;-;-;-;-;-;3;1;-;2;1;2;3;-;12
420300 Caçador;-;-;-;-;-;2;1;1;1;2;-;1;-;8
420310 Caibi;-;-;-;-;-;-;-;-;-;-;-;-;-;-
420315 Calmon;-;-;-;-;-;-;-;-;-;-;-;-;-;-
420320 Camboriú;-;-;-;-;-;1;1;-;-;-;1;1;-;4
420330 Campo Alegre;-;-;-;-;-;1;1;-;1;-;-;-;-;3
420340 Campo Belo do Sul;-;-;-;-;-;-;-;-;-;-;1;-;-;1
420350 Campo Erê;-;-;-;-;-;1;-;-;1;-;-;-;-;2
420360 Campos Novos;1;1;-;-;-;1;-;1;-;1;-;1;-;6
420370 Canelinha;1;-;-;-;-;1;-;-;-;-;-;-;-;2
420380 Canoinhas;-;-;-;-;-;1;-;-;2;-;-;2;-;5
420325 Capão Alto;-;-;-;-;-;-;-;-;-;-;-;-;-;-
420390 Capinzal;-;-;-;-;1;-;-;-;-;1;-;-;-;2
420395 Capivari de Baixo;-;-;-;-;-;-;2;1;-;1;-;1;-;5
420400 Catanduvas;-;-;-;-;1;1;1;-;-;-;-;1;-;4
420410 Caxambu do Sul;-;-;-;-;-;-;-;-;-;-;-;-;-;-
420415 Celso Ramos;-;-;-;-;-;-;-;-;-;-;-;-;-;-
420417 Cerro Negro;-;-;-;-;-;-;-;-;-;-;-;-;-;-
420419 Chapadão do Lageado;-;-;-;-;-;-;-;-;-;-;-;-;-;-
420420 Chapecó;-;-;-;-;2;5;3;6;1;3;2;4;-;26
420425 Cocal do Sul;-;-;-;-;-;-;-;-;1;1;-;-;-;2
420430 Concórdia;-;-;1;-;-;1;1;-;-;3;1;5;-;12
420435 Cordilheira Alta;-;-;-;-;1;-;2;-;-;-;-;1;-;4
420440 Coronel Freitas;-;-;-;-;-;-;1;1;-;-;-;-;-;2
420445 Coronel Martins;-;-;-;-;-;-;-;-;-;1;-;-;-;1
420455 Correia Pinto;-;-;-;-;-;1;1;-;2;1;-;1;-;6
420450 Corupá;-;-;-;-;-;-;-;-;-;2;2;1;-;5
420460 Criciúma;-;-;-;-;-;3;9;3;1;2;3;1;-;22
420470 Cunha Porã;-;-;-;-;-;1;-;-;-;1;-;-;-;2
420475 Cunhataí;-;-;-;-;-;-;-;-;-;-;-;-;-;-
420480 Curitibanos;-;1;-;-;1;1;-;3;-;1;-;2;-;9
420490 Descanso;-;-;-;-;-;-;-;-;-;-;-;1;-;1
420500 Dionísio Cerqueira;-;-;-;-;-;-;-;-;-;1;1;-;-;2
420510 Dona Emma;-;-;-;-;-;-;-;-;-;-;1;-;-;1
420515 Doutor Pedrinho;-;-;-;-;-;-;-;-;-;-;-;-;-;-
420517 Entre Rios;-;-;-;-;-;-;-;-;-;-;-;-;-;-
420519 Ermo;-;-;-;-;-;-;-;-;-;-;-;-;-;-
420520 Erval Velho;-;-;-;-;-;-;-;-;-;-;-;-;-;-
420530 Faxinal dos Guedes;-;-;-;-;1;-;-;-;-;-;1;1;-;3
420535 Flor do Sertão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
420540 Florianópolis;2;1;-;-;3;4;10;8;4;3;7;15;-;57
420543 Formosa do Sul;-;-;-;-;-;-;-;-;-;1;1;-;-;2
420545 Forquilhinha;-;-;-;-;-;-;-;-;-;-;-;1;-;1
420550 Fraiburgo;-;-;-;-;-;-;1;1;1;-;-;-;-;3
420555 Frei Rogério;-;-;-;-;-;-;-;-;-;-;-;-;-;-
420560 Galvão;-;-;-;-;-;-;-;1;-;-;-;-;-;1
420570 Garopaba;-;-;1;-;-;-;-;-;-;1;1;-;-;3
420580 Garuva;-;-;-;-;-;-;-;-;-;-;-;-;-;-
420590 Gaspar;-;-;-;1;-;1;3;-;3;1;2;1;-;12
420600 Governador Celso Ramos;-;-;-;-;-;-;2;-;1;-;-;1;-;4
420610 Grão Pará;-;-;-;-;-;-;-;-;-;-;-;1;-;1
420620 Gravatal;-;-;-;-;-;-;-;1;1;-;2;1;-;5
420630 Guabiruba;-;-;-;-;-;-;-;2;-;-;-;-;-;2
420640 Guaraciaba;-;-;-;-;-;-;1;-;1;1;1;-;-;4
420650 Guaramirim;-;-;-;-;-;2;-;1;-;2;-;-;-;5
420660 Guarujá do Sul;-;-;-;-;1;1;-;-;-;-;-;-;-;2
420665 Guatambú;1;-;-;-;-;-;-;-;-;-;-;-;-;1
420670 Herval d'Oeste;-;-;-;-;1;-;-;1;2;-;-;-;-;4
420675 Ibiam;-;-;-;-;-;-;-;-;-;-;-;-;-;-
420680 Ibicaré;-;-;-;-;-;-;-;-;-;-;-;-;-;-
420690 Ibirama;-;-;-;-;-;-;-;1;-;-;-;-;-;1
420700 Içara;-;-;-;-;2;-;3;1;-;-;-;-;-;6
420710 Ilhota;-;-;-;-;-;-;-;-;-;-;1;-;-;1
420720 Imaruí;-;-;-;-;-;-;-;-;-;1;-;-;-;1
