Município;Menor 1 ano;1 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 29 anos;30 a 39 anos;40 a 49 anos;50 a 59 anos;60 a 69 anos;70 a 79 anos;80 anos e mais;Idade ignorada;Total
170460 Chapada de Areia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170550 Colinas do Tocantins;1;1;-;1;-;1;-;1;-;1;-;2;-;8
171670 Colméia;-;-;-;-;-;-;2;-;-;-;-;-;-;2
170555 Combinado;-;-;-;-;-;-;-;1;-;-;-;-;-;1
170560 Conceição do Tocantins;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170600 Couto Magalhães;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170610 Cristalândia;-;-;-;-;-;-;-;-;1;-;-;-;-;1
170625 Crixás do Tocantins;-;-;-;-;-;-;1;-;-;-;-;-;-;1
170650 Darcinópolis;-;-;-;-;-;-;1;-;-;-;-;-;-;1
170700 Dianópolis;1;-;1;-;-;1;-;-;-;-;-;-;-;3
170710 Divinópolis do Tocantins;-;-;-;-;-;1;-;-;-;-;-;-;-;1
170720 Dois Irmãos do Tocantins;-;-;-;-;-;-;1;-;1;1;-;-;-;3
170730 Dueré;-;-;-;-;-;-;-;1;-;-;-;-;-;1
170740 Esperantina;-;-;-;-;-;1;-;1;-;-;-;1;-;3
170755 Fátima;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170765 Figueirópolis;-;-;-;-;-;1;-;-;-;-;-;-;-;1
170770 Filadélfia;-;-;1;-;-;-;-;-;-;-;-;-;-;1
170820 Formoso do Araguaia;-;-;-;-;-;-;1;-;-;-;-;1;-;2
170825 Fortaleza do Tabocão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170830 Goianorte;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170900 Goiatins;-;-;1;-;-;-;2;1;-;-;-;1;-;5
170930 Guaraí;-;-;-;-;1;-;1;3;-;-;-;1;-;6
170950 Gurupi;-;1;-;-;2;2;2;4;1;2;-;3;-;17
170980 Ipueiras;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171050 Itacajá;-;-;-;-;-;2;-;-;-;1;1;-;-;4
171070 Itaguatins;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171090 Itapiratins;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171110 Itaporã do Tocantins;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171150 Jaú do Tocantins;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171180 Juarina;-;-;-;-;-;-;-;-;-;-;1;-;-;1
171190 Lagoa da Confusão;-;-;-;-;-;-;1;-;-;-;-;-;-;1
171195 Lagoa do Tocantins;-;-;1;-;-;-;-;-;-;-;-;-;-;1
171200 Lajeado;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171215 Lavandeira;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171240 Lizarda;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171245 Luzinópolis;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171250 Marianópolis do Tocantins;-;-;-;-;-;1;-;-;-;-;-;-;-;1
171270 Mateiros;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171280 Maurilândia do Tocantins;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171320 Miracema do Tocantins;-;-;-;-;1;1;2;-;-;-;-;2;-;6
171330 Miranorte;-;-;-;-;-;2;-;-;-;-;-;1;-;3
171360 Monte do Carmo;-;-;-;-;-;-;-;-;1;-;-;-;-;1
171370 Monte Santo do Tocantins;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171395 Muricilândia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171420 Natividade;-;-;-;-;-;-;-;-;-;-;-;1;-;1
171430 Nazaré;-;-;-;-;-;-;-;-;1;-;-;-;-;1
171488 Nova Olinda;-;-;-;-;1;-;-;-;-;-;-;-;-;1
171500 Nova Rosalândia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171510 Novo Acordo;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171515 Novo Alegre;-;-;-;-;-;-;-;-;-;1;-;-;-;1
171525 Novo Jardim;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171550 Oliveira de Fátima;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172100 Palmas;2;-;-;-;2;6;9;1;2;2;1;2;-;27
171570 Palmeirante;-;-;-;-;-;1;-;-;-;-;-;-;-;1
171380 Palmeiras do Tocantins;-;-;-;-;1;-;-;-;-;-;-;1;-;2
171575 Palmeirópolis;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171610 Paraíso do Tocantins;1;-;1;-;-;2;1;2;2;-;-;3;-;12
171620 Paranã;-;-;-;-;-;-;-;-;-;1;-;-;-;1
171630 Pau D'Arco;-;-;-;-;-;1;-;-;-;-;-;-;-;1
171650 Pedro Afonso;-;-;-;-;-;-;-;-;-;1;1;-;-;2
171660 Peixe;-;-;-;-;1;-;-;-;-;-;-;-;-;1
171665 Pequizeiro;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171700 Pindorama do Tocantins;-;1;-;-;-;-;1;-;-;-;-;-;-;2
171720 Piraquê;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171750 Pium;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171780 Ponte Alta do Bom Jesus;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171790 Ponte Alta do Tocantins;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171800 Porto Alegre do Tocantins;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171820 Porto Nacional;-;1;-;-;1;4;5;1;-;1;-;-;-;13
171830 Praia Norte;-;-;-;-;-;-;-;-;-;1;1;-;-;2
171840 Presidente Kennedy;-;-;-;-;-;-;1;-;-;-;-;-;-;1
171845 Pugmil;-;-;-;-;-;-;1;-;-;-;-;-;-;1
171850 Recursolândia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171855 Riachinho;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171865 Rio da Conceição;-;-;-;-;-;-;1;-;-;-;-;-;-;1
171870 Rio dos Bois;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171875 Rio Sono;-;-;1;-;-;-;-;-;-;-;-;-;-;1
171880 Sampaio;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171884 Sandolândia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171886 Santa Fé do Araguaia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171888 Santa Maria do Tocantins;-;-;-;-;-;2;-;-;-;-;-;-;-;2
171889 Santa Rita do Tocantins;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171890 Santa Rosa do Tocantins;-;1;-;-;-;-;-;1;-;-;-;-;-;2
171900 Santa Tereza do Tocantins;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172000 Santa Terezinha do Tocantins;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172010 São Bento do Tocantins;-;-;-;-;1;-;-;-;1;-;-;-;-;2
172015 São Félix do Tocantins;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172020 São Miguel do Tocantins;-;1;-;-;1;-;-;-;-;-;-;-;-;2
172025 São Salvador do Tocantins;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172030 São Sebastião do Tocantins;-;-;-;-;-;-;-;-;-;-;1;-;-;1
172049 São Valério;-;-;-;-;-;-;-;1;-;-;-;-;-;1
172065 Silvanópolis;-;-;-;-;-;-;-;1;-;-;-;-;-;1
172080 Sítio Novo do Tocantins;-;-;-;-;-;-;-;1;-;-;-;-;-;1
172085 Sucupira;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172090 Taguatinga;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172093 Taipas do Tocantins;-;-;-;-;-;-;1;-;-;-;-;-;-;1
172097 Talismã;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172110 Tocantínia;-;-;-;-;-;-;-;-;-;-;1;-;-;1
172120 Tocantinópolis;-;-;-;-;-;1;-;1;1;-;-;-;-;3
172125 Tupirama;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172130 Tupiratins;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172208 Wanderlândia;-;-;-;-;-;-;1;-;-;-;-;-;-;1
172210 Xambioá;-;-;-;1;-;-;-;-;-;-;-;2;-;3
170000 Município ignorado - TO;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210005 Açailândia;-;-;-;-;1;3;-;2;-;1;-;2;-;9
210010 Afonso Cunha;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210015 Água Doce do Maranhão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210020 Alcântara;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210030 Aldeias Altas;-;-;-;-;-;-;1;-;-;-;-;-;-;1
210040 Altamira do Maranhão;-;-;-;-;-;1;-;-;-;-;-;-;-;1
210043 Alto Alegre do Maranhão;1;-;-;1;1;2;1;-;1;-;-;-;-;7
210047 Alto Alegre do Pindaré;-;-;-;1;-;-;-;-;-;-;-;-;-;1
210050 Alto Parnaíba;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210055 Amapá do Maranhão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210060 Amarante do Maranhão;-;-;1;-;1;-;-;1;-;-;-;-;-;3
210070 Anajatuba;-;-;-;-;1;-;-;-;-;-;-;-;-;1
210080 Anapurus;-;-;-;-;1;-;-;-;-;-;-;-;-;1
210083 Apicum-Açu;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210087 Araguanã;-;-;-;-;-;-;1;-;-;-;-;-;-;1
210090 Araioses;1;-;-;-;-;2;-;-;-;-;-;-;-;3
210095 Arame;-;-;-;-;2;-;1;-;1;-;-;-;-;4
210100 Arari;-;-;-;-;-;-;-;-;-;-;-;1;-;1
210110 Axixá;-;-;-;-;-;-;1;-;-;-;-;-;-;1
210120 Bacabal;-;1;-;-;1;3;3;1;1;-;-;1;-;11
210125 Bacabeira;-;-;1;-;-;-;-;-;-;-;-;-;-;1
210130 Bacuri;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210135 Bacurituba;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210140 Balsas;-;-;1;2;1;3;-;-;-;1;-;-;-;8
210150 Barão de Grajaú;-;-;-;-;-;-;-;-;1;-;-;-;-;1
210160 Barra do Corda;-;-;2;-;1;5;2;1;-;-;-;2;-;13
210170 Barreirinhas;-;1;-;-;-;-;-;-;1;-;-;-;-;2
210177 Bela Vista do Maranhão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210173 Belágua;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210180 Benedito Leite;-;-;-;-;-;-;-;-;-;-;-;1;-;1
210190 Bequimão;-;1;-;-;-;-;-;1;-;-;-;-;-;2
210193 Bernardo do Mearim;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210197 Boa Vista do Gurupi;-;-;-;-;-;-;-;1;1;-;-;-;-;2
210200 Bom Jardim;-;2;-;-;-;1;1;1;-;-;-;-;-;5
210203 Bom Jesus das Selvas;-;-;-;-;-;2;2;1;1;-;-;-;-;6
210207 Bom Lugar;-;-;-;-;-;-;-;-;-;-;-;1;-;1
210210 Brejo;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210215 Brejo de Areia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210220 Buriti;-;-;-;-;-;1;-;-;-;-;-;-;-;1
210230 Buriti Bravo;-;-;-;-;-;1;1;-;-;-;-;-;-;2
210232 Buriticupu;-;2;-;-;-;2;1;-;-;-;-;-;-;5
210235 Buritirana;-;-;-;-;-;-;-;1;-;-;-;-;-;1
210237 Cachoeira Grande;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210240 Cajapió;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210250 Cajari;-;-;-;-;-;-;-;-;-;1;-;-;-;1
210255 Campestre do Maranhão;-;1;-;-;1;-;1;-;-;-;-;-;-;3
210260 Cândido Mendes;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210270 Cantanhede;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210275 Capinzal do Norte;-;-;-;-;2;2;-;-;-;-;-;-;-;4
210280 Carolina;-;-;-;1;-;2;1;-;-;-;-;1;-;5
210290 Carutapera;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210300 Caxias;-;1;2;-;2;6;2;1;2;2;-;3;-;21
210310 Cedral;-;-;-;-;-;-;1;-;-;-;-;-;-;1
210312 Central do Maranhão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210315 Centro do Guilherme;-;-;-;-;-;-;1;-;-;-;-;-;-;1
210317 Centro Novo do Maranhão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210320 Chapadinha;-;1;-;-;1;4;-;1;1;2;-;2;-;12
210325 Cidelândia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210330 Codó;-;1;-;-;-;4;2;1;1;2;-;1;-;12
210340 Coelho Neto;-;-;-;-;1;-;-;-;1;1;-;-;-;3
210350 Colinas;-;-;-;-;-;1;2;3;-;-;-;-;-;6
210355 Conceição do Lago-Açu;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210360 Coroatá;-;1;-;-;-;2;1;-;-;-;1;-;-;5
210370 Cururupu;1;1;-;-;-;1;-;-;-;-;-;-;-;3
210375 Davinópolis;-;-;-;-;-;1;-;-;-;-;-;-;-;1
210380 Dom Pedro;-;-;1;-;1;-;1;1;-;-;-;1;-;5
210390 Duque Bacelar;-;-;-;-;1;-;-;-;-;1;-;-;-;2
210400 Esperantinópolis;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210405 Estreito;-;-;1;-;1;2;1;-;1;-;-;-;-;6
210407 Feira Nova do Maranhão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210408 Fernando Falcão;-;-;-;-;1;-;-;-;1;-;-;-;-;2
210409 Formosa da Serra Negra;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210410 Fortaleza dos Nogueiras;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210420 Fortuna;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210430 Godofredo Viana;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210440 Gonçalves Dias;-;-;-;-;-;-;-;-;-;-;-;1;-;1
210450 Governador Archer;-;-;-;1;-;-;-;-;-;-;-;-;-;1
210455 Governador Edison Lobão;-;-;-;-;-;-;-;1;1;-;-;-;-;2
210460 Governador Eugênio Barros;-;-;-;-;-;1;-;-;-;-;-;-;-;1
210462 Governador Luiz Rocha;-;-;-;-;-;-;1;-;-;-;-;1;-;2
210465 Governador Newton Bello;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210467 Governador Nunes Freire;-;-;-;-;-;-;-;1;-;-;-;-;-;1
210470 Graça Aranha;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210480 Grajaú;2;1;1;-;-;2;-;-;-;-;-;-;-;6
210490 Guimarães;-;-;-;-;-;-;1;-;-;-;-;-;-;1
210500 Humberto de Campos;-;-;-;-;-;1;-;-;-;-;-;-;-;1
210510 Icatu;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210515 Igarapé do Meio;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210520 Igarapé Grande;-;-;-;-;-;-;-;-;-;-;1;-;-;1
210530 Imperatriz;-;1;-;-;2;8;3;6;5;1;2;1;-;29
210535 Itaipava do Grajaú;-;-;-;-;-;-;1;-;-;1;-;-;-;2
210540 Itapecuru Mirim;-;-;1;-;-;-;-;1;-;-;-;-;-;2
210542 Itinga do Maranhão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210545 Jatobá;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210547 Jenipapo dos Vieiras;-;1;-;-;1;-;-;-;-;-;-;-;-;2
210550 João Lisboa;-;1;-;-;2;-;1;-;1;1;-;-;-;6
210560 Joselândia;-;-;-;-;-;-;-;1;1;-;-;1;-;3
210565 Junco do Maranhão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210570 Lago da Pedra;-;1;-;-;2;1;2;-;1;-;-;-;1;8
210580 Lago do Junco;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210594 Lago dos Rodrigues;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210590 Lago Verde;1;-;1;-;-;1;-;-;-;-;-;-;-;3
210592 Lagoa do Mato;-;-;-;-;-;-;-;1;-;-;-;-;-;1
210596 Lagoa Grande do Maranhão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210598 Lajeado Novo;-;-;-;1;1;-;-;-;-;-;-;-;-;2
210600 Lima Campos;-;-;-;-;-;-;-;-;-;-;-;1;-;1
210610 Loreto;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210620 Luís Domingues;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210630 Magalhães de Almeida;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210632 Maracaçumé;-;-;-;-;-;-;1;-;1;-;-;-;-;2
210635 Marajá do Sena;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210637 Maranhãozinho;-;-;-;-;1;-;-;-;-;-;-;-;-;1
210640 Mata Roma;-;-;-;-;-;-;1;-;-;-;-;-;-;1
210650 Matinha;-;-;-;-;-;-;-;1;-;-;-;-;-;1
210660 Matões;-;-;-;-;-;-;-;-;-;-;1;-;-;1
210663 Matões do Norte;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210667 Milagres do Maranhão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210670 Mirador;-;-;-;-;-;1;-;2;-;-;1;-;-;4
210675 Miranda do Norte;-;-;-;-;1;-;2;-;-;-;-;-;-;3
210680 Mirinzal;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210690 Monção;-;-;-;1;-;1;-;-;-;-;-;-;-;2
210700 Montes Altos;-;-;-;-;-;1;1;-;-;-;-;-;-;2
210710 Morros;-;-;-;-;-;-;-;-;1;-;-;1;-;2
210720 Nina Rodrigues;-;-;-;1;-;-;-;-;-;-;-;-;-;1
210725 Nova Colinas;-;-;-;-;-;1;-;-;-;-;-;-;-;1
210730 Nova Iorque;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210735 Nova Olinda do Maranhão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210740 Olho d'Água das Cunhãs;-;-;-;-;-;-;-;1;-;-;-;-;-;1
210745 Olinda Nova do Maranhão;-;-;-;-;-;1;-;-;-;-;-;-;-;1
210750 Paço do Lumiar;-;-;-;-;-;-;1;-;1;1;1;1;-;5
210760 Palmeirândia;-;-;-;-;-;1;-;-;-;1;-;-;-;2
210770 Paraibano;-;-;-;-;-;-;-;-;-;-;-;1;-;1
210780 Parnarama;-;-;-;-;-;1;-;-;-;-;-;1;-;2
210790 Passagem Franca;-;-;-;-;-;-;1;-;-;-;-;-;-;1
210800 Pastos Bons;-;-;-;-;1;-;-;-;-;-;-;-;-;1
210805 Paulino Neves;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210810 Paulo Ramos;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210820 Pedreiras;-;-;-;-;-;2;2;-;-;-;-;-;-;4
210825 Pedro do Rosário;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210830 Penalva;-;1;-;-;1;1;1;1;-;-;-;-;-;5
210840 Peri Mirim;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210845 Peritoró;-;-;-;-;-;-;-;-;-;-;-;1;-;1
210850 Pindaré-Mirim;-;-;-;-;-;1;1;-;1;-;-;-;-;3
210860 Pinheiro;1;-;-;-;-;1;3;5;2;1;1;-;-;14
210870 Pio XII;-;-;-;-;-;-;-;-;-;-;-;1;-;1
210880 Pirapemas;-;-;-;-;-;1;-;-;-;-;1;-;-;2
210890 Poção de Pedras;-;-;1;-;-;-;-;-;-;-;-;-;-;1
210900 Porto Franco;-;-;-;-;-;1;-;-;-;1;-;-;-;2
210905 Porto Rico do Maranhão;-;-;-;-;-;1;1;-;-;-;-;-;-;2
210910 Presidente Dutra;-;-;-;-;-;1;1;3;1;-;-;-;-;6
210920 Presidente Juscelino;-;-;-;-;-;-;-;1;-;-;-;-;-;1
210923 Presidente Médici;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210927 Presidente Sarney;-;-;-;-;-;1;-;-;-;-;-;-;-;1
210930 Presidente Vargas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210940 Primeira Cruz;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210945 Raposa;-;1;-;-;-;-;-;1;-;1;1;-;-;4
210950 Riachão;-;-;-;-;-;-;-;-;-;1;-;-;-;1
210955 Ribamar Fiquene;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210960 Rosário;-;-;-;-;1;-;-;-;-;-;-;1;-;2
210970 Sambaíba;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210975 Santa Filomena do Maranhão;-;-;-;-;-;-;-;-;-;-;1;-;-;1
210980 Santa Helena;-;1;-;-;1;-;-;-;-;-;-;-;-;2
210990 Santa Inês;-;-;2;-;-;4;-;-;-;-;-;1;-;7
211000 Santa Luzia;-;-;1;-;-;1;1;-;-;1;-;-;-;4
211003 Santa Luzia do Paruá;-;-;-;-;-;-;-;1;1;-;-;-;-;2
211010 Santa Quitéria do Maranhão;-;-;-;-;1;-;-;-;1;-;-;-;-;2
211020 Santa Rita;-;-;-;-;-;1;1;-;2;-;-;-;-;4
211023 Santana do Maranhão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
211027 Santo Amaro do Maranhão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
211030 Santo Antônio dos Lopes;-;-;-;-;-;-;-;-;-;-;-;1;-;1
211040 São Benedito do Rio Preto;-;-;-;-;-;1;-;-;1;-;-;-;-;2
211050 São Bento;-;-;-;-;1;1;-;-;-;1;-;-;-;3
211060 São Bernardo;-;-;-;-;-;-;-;-;1;-;-;-;-;1
211065 São Domingos do Azeitão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
211070 São Domingos do Maranhão;-;1;-;-;-;-;1;-;-;1;-;1;-;4
211080 São Félix de Balsas;-;-;-;-;-;-;-;1;-;-;-;1;-;2
211085 São Francisco do Brejão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
211090 São Francisco do Maranhão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
211100 São João Batista;-;-;-;-;-;-;-;-;-;1;-;-;-;1
211102 São João do Carú;-;-;-;-;-;-;-;-;-;-;-;-;-;-
211105 São João do Paraíso;-;-;-;-;-;-;-;-;-;-;-;-;-;-
211107 São João do Soter;-;-;-;-;-;-;-;-;-;-;-;-;-;-
211110 São João dos Patos;-;-;-;-;-;-;-;1;-;-;-;-;-;1
211120 São José de Ribamar;-;2;-;-;2;1;2;2;-;1;1;1;-;12
211125 São José dos Basílios;-;-;-;-;-;-;-;-;-;-;-;-;-;-
211130 São Luís;2;4;5;2;11;14;13;12;6;6;14;21;-;110
211140 São Luís Gonzaga do Maranhão;-;-;-;-;-;2;-;-;-;-;-;-;-;2
211150 São Mateus do Maranhão;-;-;-;-;-;2;1;2;-;1;1;1;-;8
211153 São Pedro da Água Branca;-;1;-;-;1;-;-;-;-;-;-;-;-;2
211157 São Pedro dos Crentes;-;-;-;-;1;-;-;-;-;-;-;-;-;1
211160 São Raimundo das Mangabeiras;-;-;-;-;-;1;-;-;-;-;-;-;-;1
211163 São Raimundo do Doca Bezerra;-;-;-;-;-;-;-;-;-;-;-;-;-;-
211167 São Roberto;-;-;-;-;-;-;-;-;-;-;-;-;-;-
211170 São Vicente Ferrer;-;-;-;-;-;1;-;1;-;1;-;-;-;3
211172 Satubinha;-;-;-;-;-;1;-;-;-;-;-;-;-;1
211174 Senador Alexandre Costa;-;-;-;-;-;-;-;-;-;-;-;-;-;-
211176 Senador La Rocque;-;-;-;-;-;-;1;1;-;1;-;-;-;3
211178 Serrano do Maranhão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
211180 Sítio Novo;-;-;-;-;-;-;-;-;-;-;-;-;-;-
211190 Sucupira do Norte;-;-;-;-;-;-;-;-;-;-;-;-;-;-
211195 Sucupira do Riachão;-;-;-;-;-;-;-;1;-;-;-;-;-;1
211200 Tasso Fragoso;-;-;-;-;-;-;-;-;-;-;-;-;-;-
211210 Timbiras;-;-;-;-;1;-;-;-;-;-;1;-;-;2
211220 Timon;-;1;-;2;1;5;2;-;3;-;1;1;-;16
211223 Trizidela do Vale;-;1;-;-;1;-;2;-;-;1;-;1;-;6
211227 Tufilândia;-;-;-;-;-;-;-;-;-;1;-;-;-;1
211230 Tuntum;1;-;-;1;-;1;-;-;-;-;-;-;-;3
211240 Turiaçu;-;-;-;-;-;1;-;-;-;-;-;-;-;1
211245 Turilândia;-;-;-;-;-;-;1;-;-;1;-;-;-;2
211250 Tutóia;-;-;-;-;-;1;-;-;-;-;-;-;-;1
211260 Urbano Santos;-;-;-;-;-;1;-;-;-;-;-;-;-;1
211270 Vargem Grande;-;1;-;1;-;-;1;-;-;-;-;-;-;3
211280 Viana;-;2;-;-;-;-;-;-;-;-;-;-;-;2
211285 Vila Nova dos Martírios;-;-;-;-;2;-;-;-;-;-;-;-;-;2
211290 Vitória do Mearim;-;-;-;-;1;1;-;1;-;-;-;-;-;3
211300 Vitorino Freire;-;-;-;-;-;1;-;-;-;-;-;-;-;1
211400 Zé Doca;-;-;-;-;2;3;-;1;-;-;1;-;-;7
210000 Município ignorado - MA;-;-;-;-;-;-;2;1;-;-;-;-;-;3
220005 Acauã;-;-;-;-;-;-;-;-;-;-;-;-;-;-
220010 Agricolândia;-;-;-;-;-;-;1;-;-;-;-;-;-;1
220020 Água Branca;1;-;-;-;-;-;-;-;-;1;-;1;-;3
220025 Alagoinha do Piauí;-;-;-;-;1;-;-;-;-;-;-;-;-;1
220027 Alegrete do Piauí;-;-;-;-;-;-;-;1;-;-;-;-;-;1
220030 Alto Longá;-;-;-;-;-;3;-;-;-;-;-;-;-;3
220040 Altos;-;2;1;-;-;1;-;-;2;-;-;-;-;6
220045 Alvorada do Gurguéia;-;-;-;-;1;-;-;-;-;-;-;1;-;2
220050 Amarante;-;1;-;-;-;-;-;-;1;-;-;-;-;2
220060 Angical do Piauí;-;-;-;-;-;1;-;-;-;-;-;-;-;1
220070 Anísio de Abreu;-;-;-;-;-;-;-;-;-;-;-;1;-;1
220080 Antônio Almeida;-;-;-;-;-;-;-;-;-;-;-;-;-;-
220090 Aroazes;-;-;-;-;-;-;-;-;-;-;-;-;-;-
220095 Aroeiras do Itaim;-;-;-;-;-;-;-;-;-;-;-;-;-;-
220100 Arraial;-;-;-;-;-;-;-;-;-;-;-;-;-;-
220105 Assunção do Piauí;-;-;-;-;-;-;-;-;-;-;-;-;-;-
220110 Avelino Lopes;-;-;-;-;-;-;-;-;-;-;-;1;-;1
220115 Baixa Grande do Ribeiro;-;-;1;-;-;-;-;-;-;-;-;-;-;1
220117 Barra D'Alcântara;-;-;-;-;1;-;-;-;-;-;-;-;-;1
220120 Barras;-;-;-;-;1;1;-;-;-;-;-;3;-;5
220130 Barreiras do Piauí;-;-;-;-;-;-;-;-;-;-;-;1;-;1
220140 Barro Duro;-;-;-;-;-;-;-;-;-;-;-;-;-;-
220150 Batalha;-;-;-;-;2;-;-;-;-;-;-;-;-;2
220155 Bela Vista do Piauí;-;-;-;-;-;-;-;1;-;-;-;-;-;1
220157 Belém do Piauí;-;-;-;-;-;-;-;-;-;-;-;-;-;-
220160 Beneditinos;-;-;-;-;-;-;-;-;-;1;1;-;-;2
220170 Bertolínia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
