 Óbitos por Causas Externas - Brasil
Óbitos p/Residênc por Município e Faixa Etária
Sexo: Fem
Período:2010
"Município";"Menor 1 ano";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"170330 Bom Jesus do Tocantins";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"170360 Brasilândia do Tocantins";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"170370 Brejinho de Nazaré";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"170380 Buriti do Tocantins";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"170382 Cachoeirinha";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"170384 Campos Lindos";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"170386 Cariri do Tocantins";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"170388 Carmolândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"170389 Carrasco Bonito";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"170390 Caseara";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"170410 Centenário";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"170510 Chapada da Natividade";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"170460 Chapada de Areia";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"170550 Colinas do Tocantins";-;-;-;-;-;1;1;1;3;-;-;2;-;8
"171670 Colméia";-;-;-;-;-;1;1;-;-;1;-;-;-;3
"170555 Combinado";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"170560 Conceição do Tocantins";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"170600 Couto Magalhães";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"170610 Cristalândia";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"170625 Crixás do Tocantins";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"170650 Darcinópolis";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"170700 Dianópolis";-;-;-;-;-;-;-;1;1;-;-;-;-;2
"170710 Divinópolis do Tocantins";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"170720 Dois Irmãos do Tocantins";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"170730 Dueré";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"170740 Esperantina";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"170755 Fátima";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"170765 Figueirópolis";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"170770 Filadélfia";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"170820 Formoso do Araguaia";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"170825 Fortaleza do Tabocão";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"170830 Goianorte";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"170900 Goiatins";-;-;-;-;-;-;-;-;1;-;-;1;-;2
"170930 Guaraí";-;-;-;1;-;2;-;-;-;-;-;1;-;4
"170950 Gurupi";1;-;-;-;-;1;4;2;3;1;-;2;-;14
"170980 Ipueiras";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"171050 Itacajá";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"171070 Itaguatins";-;-;-;1;-;-;-;1;1;-;-;-;-;3
"171090 Itapiratins";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"171110 Itaporã do Tocantins";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"171150 Jaú do Tocantins";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"171180 Juarina";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"171190 Lagoa da Confusão";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"171195 Lagoa do Tocantins";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"171200 Lajeado";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"171215 Lavandeira";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"171240 Lizarda";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"171245 Luzinópolis";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"171250 Marianópolis do Tocantins";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"171270 Mateiros";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"171280 Maurilândia do Tocantins";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"171320 Miracema do Tocantins";-;-;1;-;-;-;-;-;-;-;1;-;-;2
"171330 Miranorte";-;1;-;-;1;-;-;-;-;-;-;1;-;3
"171360 Monte do Carmo";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"171370 Monte Santo do Tocantins";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"171395 Muricilândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"171420 Natividade";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"171430 Nazaré";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"171488 Nova Olinda";1;-;-;-;-;1;-;-;-;-;-;-;-;2
"171500 Nova Rosalândia";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"171510 Novo Acordo";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"171515 Novo Alegre";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"171525 Novo Jardim";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"171550 Oliveira de Fátima";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"172100 Palmas";1;1;-;2;3;7;3;2;1;-;4;4;-;28
"171570 Palmeirante";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"171380 Palmeiras do Tocantins";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"171575 Palmeirópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"171610 Paraíso do Tocantins";-;1;-;-;1;1;2;-;-;-;-;1;-;6
"171620 Paranã";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"171630 Pau D'Arco";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"171650 Pedro Afonso";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"171660 Peixe";-;-;1;-;-;-;1;-;-;-;-;-;-;2
"171665 Pequizeiro";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"171700 Pindorama do Tocantins";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"171720 Piraquê";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"171750 Pium";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"171780 Ponte Alta do Bom Jesus";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"171790 Ponte Alta do Tocantins";-;-;-;-;1;-;-;1;-;-;-;-;-;2
"171800 Porto Alegre do Tocantins";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"171820 Porto Nacional";-;-;1;-;2;3;2;-;-;1;1;1;-;11
"171830 Praia Norte";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"171840 Presidente Kennedy";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"171845 Pugmil";-;-;-;-;-;-;-;-;-;-;2;-;-;2
"171850 Recursolândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"171855 Riachinho";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"171865 Rio da Conceição";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"171870 Rio dos Bois";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"171875 Rio Sono";-;-;-;-;-;-;-;1;1;-;-;-;-;2
"171880 Sampaio";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"171884 Sandolândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"171886 Santa Fé do Araguaia";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"171888 Santa Maria do Tocantins";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"171889 Santa Rita do Tocantins";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"171890 Santa Rosa do Tocantins";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"171900 Santa Tereza do Tocantins";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"172000 Santa Terezinha do Tocantins";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"172010 São Bento do Tocantins";-;2;-;-;-;-;-;-;-;-;-;-;-;2
"172015 São Félix do Tocantins";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"172020 São Miguel do Tocantins";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"172025 São Salvador do Tocantins";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"172030 São Sebastião do Tocantins";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"172049 São Valério";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"172065 Silvanópolis";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"172080 Sítio Novo do Tocantins";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"172085 Sucupira";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"172090 Taguatinga";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"172093 Taipas do Tocantins";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"172097 Talismã";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"172110 Tocantínia";-;1;-;1;-;-;-;-;-;-;-;1;-;3
"172120 Tocantinópolis";-;1;-;1;-;-;-;-;-;-;-;2;-;4
"172125 Tupirama";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"172130 Tupiratins";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"172208 Wanderlândia";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"172210 Xambioá";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"170000 Município ignorado - TO";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"210005 Açailândia";-;-;-;-;1;6;1;3;3;1;2;-;1;18
"210010 Afonso Cunha";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210015 Água Doce do Maranhão";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"210020 Alcântara";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"210030 Aldeias Altas";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"210040 Altamira do Maranhão";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"210043 Alto Alegre do Maranhão";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"210047 Alto Alegre do Pindaré";-;-;-;1;-;-;-;1;1;-;-;-;-;3
"210050 Alto Parnaíba";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"210055 Amapá do Maranhão";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"210060 Amarante do Maranhão";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"210070 Anajatuba";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"210080 Anapurus";-;-;-;-;-;-;-;1;-;-;-;1;-;2
"210083 Apicum-Açu";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"210087 Araguanã";-;-;-;-;-;1;1;-;2;-;-;-;-;4
"210090 Araioses";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"210095 Arame";-;-;-;-;1;1;-;-;-;-;-;1;-;3
"210100 Arari";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"210110 Axixá";1;-;-;-;-;1;-;-;-;-;-;-;-;2
"210120 Bacabal";-;1;-;-;2;-;1;-;2;-;-;-;-;6
"210125 Bacabeira";-;-;-;1;-;-;1;-;-;-;-;-;-;2
"210130 Bacuri";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"210135 Bacurituba";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"210140 Balsas";2;-;-;-;-;2;2;-;-;1;-;-;-;7
"210150 Barão de Grajaú";-;1;-;-;-;-;-;-;-;-;-;1;-;2
"210160 Barra do Corda";1;-;-;2;-;3;1;2;-;-;-;-;-;9
"210170 Barreirinhas";-;-;-;-;-;2;1;-;-;-;-;-;-;3
"210177 Bela Vista do Maranhão";-;-;-;-;2;1;1;-;-;-;-;-;-;4
"210173 Belágua";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210180 Benedito Leite";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210190 Bequimão";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"210193 Bernardo do Mearim";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210197 Boa Vista do Gurupi";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210200 Bom Jardim";-;-;-;-;-;2;-;1;-;-;-;-;-;3
"210203 Bom Jesus das Selvas";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"210207 Bom Lugar";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"210210 Brejo";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210215 Brejo de Areia";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210220 Buriti";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"210230 Buriti Bravo";-;-;-;-;-;-;1;1;-;-;-;-;-;2
"210232 Buriticupu";-;1;-;-;2;3;2;-;2;-;1;-;-;11
"210235 Buritirana";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210237 Cachoeira Grande";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210240 Cajapió";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210250 Cajari";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"210255 Campestre do Maranhão";-;1;-;-;-;-;-;1;1;-;-;-;-;3
"210260 Cândido Mendes";-;-;-;1;1;1;-;-;-;-;-;-;-;3
"210270 Cantanhede";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210275 Capinzal do Norte";-;1;-;-;1;-;1;-;-;-;-;-;-;3
"210280 Carolina";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"210290 Carutapera";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210300 Caxias";-;2;-;-;1;1;2;4;2;-;4;-;-;16
"210310 Cedral";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"210312 Central do Maranhão";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"210315 Centro do Guilherme";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"210317 Centro Novo do Maranhão";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210320 Chapadinha";-;-;1;1;-;1;-;1;-;1;1;1;-;7
"210325 Cidelândia";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"210330 Codó";-;-;-;-;-;2;1;1;-;-;2;-;-;6
"210340 Coelho Neto";-;1;-;-;1;-;-;-;1;-;-;-;-;3
"210350 Colinas";-;1;-;-;-;-;-;-;1;-;-;-;-;2
"210355 Conceição do Lago-Açu";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"210360 Coroatá";-;-;-;-;1;1;1;-;-;-;1;1;-;5
"210370 Cururupu";-;1;-;-;1;-;-;-;-;-;-;-;-;2
"210375 Davinópolis";1;-;-;-;-;-;-;1;1;-;-;-;-;3
"210380 Dom Pedro";-;-;-;-;1;-;-;-;-;1;-;-;-;2
"210390 Duque Bacelar";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210400 Esperantinópolis";-;-;-;-;1;4;-;-;-;-;-;1;-;6
"210405 Estreito";-;-;-;-;-;2;2;1;-;-;1;-;-;6
"210407 Feira Nova do Maranhão";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210408 Fernando Falcão";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"210409 Formosa da Serra Negra";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210410 Fortaleza dos Nogueiras";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"210420 Fortuna";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"210430 Godofredo Viana";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210440 Gonçalves Dias";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"210450 Governador Archer";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210455 Governador Edison Lobão";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"210460 Governador Eugênio Barros";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"210462 Governador Luiz Rocha";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"210465 Governador Newton Bello";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"210467 Governador Nunes Freire";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210470 Graça Aranha";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210480 Grajaú";-;-;-;1;1;-;1;-;2;-;-;-;-;5
"210490 Guimarães";-;-;-;-;-;1;-;-;-;-;1;-;-;2
"210500 Humberto de Campos";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"210510 Icatu";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210515 Igarapé do Meio";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"210520 Igarapé Grande";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"210530 Imperatriz";-;2;-;4;1;8;4;3;3;2;1;4;-;32
"210535 Itaipava do Grajaú";-;-;1;-;1;-;1;-;-;-;-;-;-;3
"210540 Itapecuru Mirim";-;-;-;-;-;-;2;2;-;-;-;1;-;5
"210542 Itinga do Maranhão";-;-;-;-;-;-;-;1;1;-;-;-;-;2
"210545 Jatobá";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"210547 Jenipapo dos Vieiras";-;-;-;-;-;-;1;-;-;1;-;-;-;2
"210550 João Lisboa";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"210560 Joselândia";-;-;-;-;-;-;2;-;-;-;-;-;-;2
"210565 Junco do Maranhão";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210570 Lago da Pedra";-;-;-;1;-;-;1;-;1;-;-;-;-;3
"210580 Lago do Junco";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210594 Lago dos Rodrigues";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"210590 Lago Verde";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"210592 Lagoa do Mato";-;-;-;-;-;-;1;-;1;-;-;-;-;2
"210596 Lagoa Grande do Maranhão";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210598 Lajeado Novo";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"210600 Lima Campos";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210610 Loreto";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"210620 Luís Domingues";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210630 Magalhães de Almeida";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"210632 Maracaçumé";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210635 Marajá do Sena";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"210637 Maranhãozinho";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"210640 Mata Roma";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210650 Matinha";-;-;-;-;-;1;1;1;-;-;-;-;-;3
"210660 Matões";-;-;1;-;1;-;-;-;-;-;-;-;-;2
"210663 Matões do Norte";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"210667 Milagres do Maranhão";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210670 Mirador";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"210675 Miranda do Norte";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"210680 Mirinzal";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"210690 Monção";-;-;1;-;-;-;-;-;-;-;-;1;-;2
"210700 Montes Altos";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210710 Morros";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"210720 Nina Rodrigues";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210725 Nova Colinas";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"210730 Nova Iorque";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210735 Nova Olinda do Maranhão";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"210740 Olho d'Água das Cunhãs";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"210745 Olinda Nova do Maranhão";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210750 Paço do Lumiar";-;-;-;-;1;2;5;-;-;-;-;1;-;9
"210760 Palmeirândia";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"210770 Paraibano";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"210780 Parnarama";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"210790 Passagem Franca";-;1;1;1;-;1;-;-;1;-;-;-;-;5
"210800 Pastos Bons";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"210805 Paulino Neves";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210810 Paulo Ramos";-;-;1;1;2;-;-;-;-;-;-;-;-;4
"210820 Pedreiras";-;-;-;1;-;1;1;2;-;1;-;-;-;6
"210825 Pedro do Rosário";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"210830 Penalva";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210840 Peri Mirim";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210845 Peritoró";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"210850 Pindaré-Mirim";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210860 Pinheiro";-;-;-;-;1;2;3;-;-;-;1;-;-;7
"210870 Pio XII";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210880 Pirapemas";-;1;-;-;-;-;1;-;-;-;-;-;-;2
"210890 Poção de Pedras";-;-;-;-;1;-;-;2;-;-;-;-;-;3
"210900 Porto Franco";-;-;-;1;-;2;1;-;-;-;-;-;-;4
"210905 Porto Rico do Maranhão";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210910 Presidente Dutra";-;-;-;2;2;3;2;-;2;1;-;-;-;12
"210920 Presidente Juscelino";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210923 Presidente Médici";-;-;-;-;-;-;-;1;-;-;-;1;-;2
"210927 Presidente Sarney";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"210930 Presidente Vargas";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210940 Primeira Cruz";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210945 Raposa";-;-;-;-;-;2;-;-;1;-;-;1;-;4
"210950 Riachão";-;-;1;-;-;-;1;-;-;-;-;-;-;2
"210955 Ribamar Fiquene";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"210960 Rosário";-;-;-;-;-;1;-;-;-;-;2;-;-;3
"210970 Sambaíba";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210975 Santa Filomena do Maranhão";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210980 Santa Helena";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"210990 Santa Inês";-;-;-;2;-;3;1;2;1;-;-;-;-;9
"211000 Santa Luzia";-;-;-;-;-;2;1;-;1;1;1;-;-;6
"211003 Santa Luzia do Paruá";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"211010 Santa Quitéria do Maranhão";-;-;-;-;-;-;1;-;1;-;-;-;-;2
"211020 Santa Rita";-;-;-;-;1;-;1;-;-;-;-;-;-;2
"211023 Santana do Maranhão";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"211027 Santo Amaro do Maranhão";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"211030 Santo Antônio dos Lopes";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"211040 São Benedito do Rio Preto";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"211050 São Bento";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"211060 São Bernardo";-;1;-;-;-;-;-;-;-;2;-;1;-;4
"211065 São Domingos do Azeitão";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"211070 São Domingos do Maranhão";-;-;-;-;-;-;1;-;1;-;-;-;-;2
"211080 São Félix de Balsas";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"211085 São Francisco do Brejão";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"211090 São Francisco do Maranhão";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"211100 São João Batista";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"211102 São João do Carú";-;-;-;-;1;-;-;-;-;1;-;-;-;2
"211105 São João do Paraíso";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"211107 São João do Soter";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"211110 São João dos Patos";-;-;-;-;-;-;1;-;2;-;-;-;-;3
"211120 São José de Ribamar";1;1;1;-;1;4;3;1;-;1;-;-;-;13
"211125 São José dos Basílios";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"211130 São Luís";4;1;2;1;4;22;14;13;7;2;9;29;-;108
"211140 São Luís Gonzaga do Maranhão";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"211150 São Mateus do Maranhão";-;-;-;1;2;2;2;1;1;1;-;-;-;10
"211153 São Pedro da Água Branca";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"211157 São Pedro dos Crentes";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"211160 São Raimundo das Mangabeiras";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"211163 São Raimundo do Doca Bezerra";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"211167 São Roberto";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"211170 São Vicente Ferrer";-;-;-;-;-;-;-;-;-;-;1;1;-;2
"211172 Satubinha";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"211174 Senador Alexandre Costa";-;1;-;2;-;-;-;-;-;-;-;-;-;3
"211176 Senador La Rocque";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"211178 Serrano do Maranhão";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"211180 Sítio Novo";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"211190 Sucupira do Norte";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"211195 Sucupira do Riachão";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"211200 Tasso Fragoso";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"211210 Timbiras";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"211220 Timon";-;-;-;2;2;2;8;2;2;-;2;1;-;21
"211223 Trizidela do Vale";-;-;-;-;1;-;-;1;-;-;-;-;-;2
"211227 Tufilândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"211230 Tuntum";-;-;-;-;-;-;-;-;1;1;-;-;-;2
"211240 Turiaçu";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"211245 Turilândia";1;-;-;-;-;1;-;1;-;-;-;-;-;3
"211250 Tutóia";-;-;-;-;-;2;-;-;-;2;-;-;-;4
"211260 Urbano Santos";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"211270 Vargem Grande";1;1;-;-;1;1;1;1;1;-;-;1;-;8
"211280 Viana";-;-;1;-;1;2;1;-;1;1;-;-;-;7
"211285 Vila Nova dos Martírios";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"211290 Vitória do Mearim";-;-;1;-;-;-;2;2;-;-;-;-;-;5
"211300 Vitorino Freire";-;-;-;-;-;2;1;-;2;-;1;-;-;6
"211400 Zé Doca";-;-;2;-;-;3;-;-;-;-;1;-;-;6
"210000 Município ignorado - MA";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"220005 Acauã";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"220010 Agricolândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"220020 Água Branca";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"220025 Alagoinha do Piauí";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"220027 Alegrete do Piauí";-;-;-;-;1;-;-;-;-;1;-;-;-;2
