 Óbitos por Causas Externas - Brasil
Óbitos p/Residênc por Município e Cor/raça
Sexo: Fem
Período:2013
"Município";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Ignorado";"Total"
"412330 Santa Cruz de Monte Castelo";1;-;-;2;-;-;3
"412340 Santa Fé";3;-;-;-;-;-;3
"412350 Santa Helena";5;-;-;1;-;-;6
"412360 Santa Inês";-;-;-;-;-;-;-
"412370 Santa Isabel do Ivaí";3;-;-;1;-;-;4
"412380 Santa Izabel do Oeste";1;-;-;1;-;-;2
"412382 Santa Lúcia";1;-;-;-;-;-;1
"412385 Santa Maria do Oeste";1;-;-;-;-;-;1
"412390 Santa Mariana";1;-;1;-;-;-;2
"412395 Santa Mônica";-;-;-;-;-;-;-
"412402 Santa Tereza do Oeste";1;-;-;-;-;-;1
"412405 Santa Terezinha de Itaipu";2;-;-;-;-;-;2
"412400 Santana do Itararé";-;-;-;-;-;-;-
"412410 Santo Antônio da Platina";7;-;-;-;-;-;7
"412420 Santo Antônio do Caiuá";-;-;-;-;-;-;-
"412430 Santo Antônio do Paraíso";-;-;-;-;-;-;-
"412440 Santo Antônio do Sudoeste";-;-;-;-;-;-;-
"412450 Santo Inácio";-;-;-;-;-;-;-
"412460 São Carlos do Ivaí";-;-;-;-;-;-;-
"412470 São Jerônimo da Serra";-;-;-;-;-;-;-
"412480 São João";2;-;-;-;-;-;2
"412490 São João do Caiuá";-;1;-;-;-;-;1
"412500 São João do Ivaí";-;-;-;-;-;-;-
"412510 São João do Triunfo";1;-;-;-;-;-;1
"412520 São Jorge d'Oeste";1;-;-;-;-;-;1
"412530 São Jorge do Ivaí";-;-;-;-;-;-;-
"412535 São Jorge do Patrocínio";3;-;-;-;-;-;3
"412540 São José da Boa Vista";-;-;-;-;-;-;-
"412545 São José das Palmeiras";-;-;-;1;-;-;1
"412550 São José dos Pinhais";27;-;-;1;-;-;28
"412555 São Manoel do Paraná";-;-;-;-;-;-;-
"412560 São Mateus do Sul";5;-;-;-;-;-;5
"412570 São Miguel do Iguaçu";5;-;-;-;-;-;5
"412575 São Pedro do Iguaçu";1;-;-;-;-;-;1
"412580 São Pedro do Ivaí";2;-;-;-;-;-;2
"412590 São Pedro do Paraná";-;-;-;-;-;-;-
"412600 São Sebastião da Amoreira";1;-;-;-;-;-;1
"412610 São Tomé";2;-;-;-;-;-;2
"412620 Sapopema";1;-;-;-;-;-;1
"412625 Sarandi";13;2;-;-;-;-;15
"412627 Saudade do Iguaçu";-;1;-;-;-;-;1
"412630 Sengés";-;-;-;-;-;-;-
"412635 Serranópolis do Iguaçu";2;-;-;-;-;-;2
"412640 Sertaneja";1;-;1;-;-;-;2
"412650 Sertanópolis";1;-;-;1;-;-;2
"412660 Siqueira Campos";3;-;-;-;-;-;3
"412665 Sulina";1;-;-;-;-;-;1
"412667 Tamarana";1;-;-;1;-;-;2
"412670 Tamboara";-;-;-;-;-;-;-
"412680 Tapejara";-;-;-;1;-;-;1
"412690 Tapira";1;-;-;1;-;-;2
"412700 Teixeira Soares";-;-;-;-;-;-;-
"412710 Telêmaco Borba";13;-;-;-;-;-;13
"412720 Terra Boa";2;-;-;1;-;-;3
"412730 Terra Rica";2;-;-;-;-;-;2
"412740 Terra Roxa";1;-;-;-;-;-;1
"412750 Tibagi";4;-;-;-;-;-;4
"412760 Tijucas do Sul";2;-;-;-;-;-;2
"412770 Toledo";14;-;-;5;-;-;19
"412780 Tomazina";2;-;-;-;-;-;2
"412785 Três Barras do Paraná";1;-;-;-;-;-;1
"412788 Tunas do Paraná";1;-;-;-;-;-;1
"412790 Tuneiras do Oeste";-;-;-;1;-;-;1
"412795 Tupãssi";-;-;-;-;-;-;-
"412796 Turvo";1;-;-;-;-;-;1
"412800 Ubiratã";4;-;-;2;-;-;6
"412810 Umuarama";17;-;-;2;-;-;19
"412820 União da Vitória";7;-;-;-;-;-;7
"412830 Uniflor";1;-;-;-;-;-;1
"412840 Uraí";2;-;1;1;-;-;4
"412853 Ventania";1;-;-;-;-;-;1
"412855 Vera Cruz do Oeste";1;-;-;-;-;-;1
"412860 Verê";-;-;-;-;-;-;-
"412865 Virmond";-;-;-;-;-;-;-
"412870 Vitorino";-;-;-;-;-;-;-
"412850 Wenceslau Braz";1;-;-;1;-;-;2
"412880 Xambrê";1;-;-;-;-;-;1
"410000 Município ignorado - PR";6;2;-;2;-;-;10
"420005 Abdon Batista";1;-;-;-;-;-;1
"420010 Abelardo Luz";1;-;-;-;-;-;1
"420020 Agrolândia";1;-;-;-;-;-;1
"420030 Agronômica";1;-;-;-;-;-;1
"420040 Água Doce";-;-;-;-;-;-;-
"420050 Águas de Chapecó";-;-;-;-;-;-;-
"420055 Águas Frias";-;-;-;-;-;-;-
"420060 Águas Mornas";1;-;-;-;-;-;1
"420070 Alfredo Wagner";1;-;-;-;-;1;2
"420075 Alto Bela Vista";1;-;-;-;-;-;1
"420080 Anchieta";-;-;-;-;-;-;-
"420090 Angelina";-;-;-;-;-;-;-
"420100 Anita Garibaldi";3;-;-;-;-;2;5
"420110 Anitápolis";2;-;-;-;-;-;2
"420120 Antônio Carlos";1;-;-;-;-;-;1
"420125 Apiúna";2;-;-;-;-;-;2
"420127 Arabutã";-;-;-;-;-;-;-
"420130 Araquari";3;-;-;-;-;-;3
"420140 Araranguá";13;-;-;-;-;-;13
"420150 Armazém";-;-;-;-;-;-;-
"420160 Arroio Trinta";-;-;-;-;-;-;-
"420165 Arvoredo";1;-;-;-;-;-;1
"420170 Ascurra";-;-;-;-;-;-;-
"420180 Atalanta";1;-;-;-;-;-;1
"420190 Aurora";1;-;-;-;-;-;1
"420195 Balneário Arroio do Silva";2;-;-;-;-;-;2
"420205 Balneário Barra do Sul";1;-;-;-;-;-;1
"420200 Balneário Camboriú";19;-;-;2;-;-;21
"420207 Balneário Gaivota";-;-;-;-;-;-;-
"421280 Balneário Piçarras";3;-;-;-;-;-;3
"422000 Balneário Rincão";2;-;-;-;-;-;2
"420208 Bandeirante";-;-;-;-;-;-;-
"420209 Barra Bonita";1;-;-;-;-;-;1
"420210 Barra Velha";8;-;-;-;-;-;8
"420213 Bela Vista do Toldo";-;-;-;-;-;-;-
"420215 Belmonte";-;-;-;-;-;-;-
"420220 Benedito Novo";1;-;-;-;-;-;1
"420230 Biguaçu";7;-;-;2;-;-;9
"420240 Blumenau";48;1;-;1;-;-;50
"420243 Bocaina do Sul";1;-;-;-;-;-;1
"420250 Bom Jardim da Serra";-;-;-;-;-;-;-
"420253 Bom Jesus";-;-;-;1;-;-;1
"420257 Bom Jesus do Oeste";-;-;-;-;-;-;-
"420260 Bom Retiro";2;-;-;-;-;-;2
"420245 Bombinhas";1;-;-;-;-;-;1
"420270 Botuverá";1;-;-;-;-;-;1
"420280 Braço do Norte";3;-;-;-;-;-;3
"420285 Braço do Trombudo";-;-;-;-;-;-;-
"420287 Brunópolis";-;-;-;-;-;-;-
"420290 Brusque";11;-;-;3;-;-;14
"420300 Caçador";15;-;-;2;-;-;17
"420310 Caibi";2;-;-;-;-;-;2
"420315 Calmon";-;-;-;-;-;-;-
"420320 Camboriú";6;-;-;1;-;-;7
"420330 Campo Alegre";1;-;-;-;-;-;1
"420340 Campo Belo do Sul";3;-;-;-;-;-;3
"420350 Campo Erê";-;-;-;-;-;-;-
"420360 Campos Novos";2;-;-;-;-;-;2
"420370 Canelinha";1;-;-;1;-;-;2
"420380 Canoinhas";9;-;-;-;-;-;9
"420325 Capão Alto";-;-;-;-;-;-;-
"420390 Capinzal";2;-;-;-;-;-;2
"420395 Capivari de Baixo";3;-;-;1;-;-;4
"420400 Catanduvas";4;-;-;-;-;-;4
"420410 Caxambu do Sul";-;-;-;-;-;-;-
"420415 Celso Ramos";-;-;-;-;-;-;-
"420417 Cerro Negro";1;-;-;-;-;-;1
"420419 Chapadão do Lageado";1;-;-;-;-;-;1
"420420 Chapecó";28;-;-;-;-;1;29
"420425 Cocal do Sul";2;-;-;-;-;-;2
"420430 Concórdia";9;-;-;1;-;-;10
"420435 Cordilheira Alta";-;-;-;-;-;-;-
"420440 Coronel Freitas";1;-;-;-;-;-;1
"420445 Coronel Martins";1;-;-;-;-;-;1
"420455 Correia Pinto";1;-;-;-;-;-;1
"420450 Corupá";-;-;-;-;-;-;-
"420460 Criciúma";25;1;-;-;-;-;26
"420470 Cunha Porã";2;-;-;1;-;-;3
"420475 Cunhataí";-;-;-;-;-;-;-
"420480 Curitibanos";7;-;-;2;-;1;10
"420490 Descanso";-;-;-;-;-;-;-
"420500 Dionísio Cerqueira";4;-;-;-;-;-;4
"420510 Dona Emma";-;-;-;-;-;-;-
"420515 Doutor Pedrinho";-;-;-;-;-;-;-
"420517 Entre Rios";2;-;-;-;-;-;2
"420519 Ermo";-;-;-;-;-;-;-
"420520 Erval Velho";1;-;-;-;-;-;1
"420530 Faxinal dos Guedes";5;-;-;-;-;-;5
"420535 Flor do Sertão";-;-;-;-;-;-;-
"420540 Florianópolis";55;1;-;3;-;-;59
"420543 Formosa do Sul";-;-;-;-;-;-;-
"420545 Forquilhinha";1;-;-;-;-;-;1
"420550 Fraiburgo";3;-;-;-;-;-;3
"420555 Frei Rogério";-;-;-;-;-;-;-
"420560 Galvão";2;-;-;-;-;-;2
"420570 Garopaba";1;-;-;-;-;1;2
"420580 Garuva";-;-;-;1;-;-;1
"420590 Gaspar";8;-;-;-;-;-;8
"420600 Governador Celso Ramos";-;-;-;-;-;-;-
"420610 Grão Pará";1;-;-;-;-;-;1
"420620 Gravatal";2;-;-;-;-;-;2
"420630 Guabiruba";2;-;-;-;-;-;2
"420640 Guaraciaba";1;-;-;-;-;-;1
"420650 Guaramirim";5;1;-;-;-;-;6
"420660 Guarujá do Sul";-;-;-;-;-;-;-
"420665 Guatambú";-;-;-;-;-;-;-
"420670 Herval d'Oeste";-;-;-;-;-;-;-
"420675 Ibiam";1;-;-;-;-;-;1
"420680 Ibicaré";3;-;-;-;-;-;3
"420690 Ibirama";2;-;-;-;-;-;2
"420700 Içara";6;-;-;-;-;-;6
"420710 Ilhota";4;-;-;-;-;-;4
"420720 Imaruí";2;-;-;-;-;-;2
"420730 Imbituba";8;-;-;-;-;-;8
"420740 Imbuia";1;-;-;-;-;-;1
"420750 Indaial";7;-;-;1;-;-;8
"420757 Iomerê";-;-;-;-;-;-;-
"420760 Ipira";-;-;-;-;-;-;-
"420765 Iporã do Oeste";-;-;-;-;-;-;-
"420768 Ipuaçu";-;-;-;-;1;-;1
"420770 Ipumirim";3;-;-;-;-;-;3
"420775 Iraceminha";-;-;-;-;-;-;-
"420780 Irani";-;-;-;-;-;-;-
"420785 Irati";-;-;-;-;-;-;-
"420790 Irineópolis";2;-;-;-;-;-;2
"420800 Itá";-;-;-;-;-;-;-
"420810 Itaiópolis";2;-;-;-;-;-;2
"420820 Itajaí";25;1;-;-;-;-;26
"420830 Itapema";3;-;-;-;-;1;4
"420840 Itapiranga";2;-;-;-;-;-;2
"420845 Itapoá";3;-;-;-;-;-;3
"420850 Ituporanga";2;1;-;-;-;-;3
"420860 Jaborá";1;-;-;-;-;-;1
"420870 Jacinto Machado";1;-;-;-;-;-;1
"420880 Jaguaruna";2;-;-;-;-;-;2
"420890 Jaraguá do Sul";13;-;-;1;-;1;15
"420895 Jardinópolis";-;-;-;-;-;-;-
"420900 Joaçaba";5;-;-;-;-;-;5
"420910 Joinville";43;1;-;1;-;-;45
"420915 José Boiteux";-;-;-;-;-;-;-
"420917 Jupiá";-;-;-;-;-;-;-
"420920 Lacerdópolis";2;-;-;-;-;-;2
"420930 Lages";13;-;-;2;-;2;17
"420940 Laguna";8;-;-;2;-;-;10
"420945 Lajeado Grande";-;-;-;-;-;-;-
"420950 Laurentino";1;-;-;-;-;-;1
"420960 Lauro Muller";3;-;-;-;-;-;3
"420970 Lebon Régis";1;-;-;-;-;-;1
"420980 Leoberto Leal";-;-;-;-;-;-;-
"420985 Lindóia do Sul";2;-;-;-;-;-;2
"420990 Lontras";3;-;-;-;-;-;3
"421000 Luiz Alves";1;-;-;-;-;-;1
"421003 Luzerna";-;-;-;-;-;-;-
"421005 Macieira";1;-;-;-;-;-;1
"421010 Mafra";9;-;-;-;-;-;9
"421020 Major Gercino";1;-;-;-;-;-;1
"421030 Major Vieira";-;-;-;-;-;-;-
"421040 Maracajá";1;-;-;-;-;-;1
"421050 Maravilha";4;-;-;-;-;-;4
"421055 Marema";-;-;-;-;-;-;-
"421060 Massaranduba";4;-;-;-;-;-;4
"421070 Matos Costa";-;-;-;-;-;-;-
"421080 Meleiro";-;-;-;-;-;-;-
"421085 Mirim Doce";1;-;-;-;-;-;1
"421090 Modelo";1;-;-;-;-;-;1
"421100 Mondaí";-;-;-;-;-;-;-
"421105 Monte Carlo";4;-;-;-;-;-;4
"421110 Monte Castelo";2;-;-;-;-;-;2
"421120 Morro da Fumaça";3;-;-;-;-;-;3
"421125 Morro Grande";-;-;-;-;-;-;-
"421130 Navegantes";12;-;-;1;-;-;13
"421140 Nova Erechim";2;-;-;-;-;-;2
"421145 Nova Itaberaba";-;-;-;-;-;-;-
"421150 Nova Trento";1;-;-;-;-;-;1
"421160 Nova Veneza";1;-;-;-;-;-;1
"421165 Novo Horizonte";-;-;-;-;-;-;-
"421170 Orleans";2;-;-;-;-;-;2
"421175 Otacílio Costa";1;-;-;2;-;-;3
"421180 Ouro";-;-;-;-;-;-;-
"421185 Ouro Verde";-;-;-;-;-;-;-
"421187 Paial";-;-;-;-;-;-;-
"421189 Painel";1;-;-;-;-;-;1
"421190 Palhoça";16;-;-;-;-;-;16
"421200 Palma Sola";2;-;-;-;-;-;2
"421205 Palmeira";-;-;-;-;-;-;-
"421210 Palmitos";3;-;-;-;-;-;3
"421220 Papanduva";1;-;-;-;-;1;2
"421223 Paraíso";1;-;-;-;-;-;1
"421225 Passo de Torres";-;-;-;1;-;-;1
"421227 Passos Maia";-;-;-;-;-;-;-
"421230 Paulo Lopes";1;-;-;-;-;-;1
"421240 Pedras Grandes";-;-;-;-;-;-;-
"421250 Penha";3;-;-;-;-;-;3
"421260 Peritiba";-;-;-;-;-;-;-
"421265 Pescaria Brava";-;-;-;-;-;-;-
"421270 Petrolândia";1;-;-;-;-;-;1
"421290 Pinhalzinho";2;-;-;-;-;-;2
"421300 Pinheiro Preto";-;-;-;-;-;-;-
"421310 Piratuba";-;-;-;-;-;-;-
"421315 Planalto Alegre";1;-;-;-;-;-;1
"421320 Pomerode";4;-;-;-;-;-;4
"421330 Ponte Alta";-;-;-;-;-;-;-
"421335 Ponte Alta do Norte";-;1;-;-;-;-;1
"421340 Ponte Serrada";3;-;-;-;-;-;3
"421350 Porto Belo";2;-;-;-;-;-;2
"421360 Porto União";5;-;-;1;-;-;6
"421370 Pouso Redondo";3;-;-;-;-;-;3
"421380 Praia Grande";2;-;-;-;-;-;2
"421390 Presidente Castello Branco";1;-;-;-;-;-;1
"421400 Presidente Getúlio";6;-;-;1;-;-;7
"421410 Presidente Nereu";1;-;-;-;-;-;1
"421415 Princesa";-;-;-;-;-;-;-
"421420 Quilombo";4;-;-;-;-;-;4
"421430 Rancho Queimado";2;-;-;-;-;-;2
"421440 Rio das Antas";-;-;-;-;-;-;-
"421450 Rio do Campo";1;-;-;-;-;-;1
"421460 Rio do Oeste";-;-;-;-;-;-;-
"421480 Rio do Sul";11;-;-;1;-;-;12
"421470 Rio dos Cedros";-;-;-;-;-;-;-
"421490 Rio Fortuna";1;-;-;-;-;-;1
"421500 Rio Negrinho";7;-;-;-;-;-;7
"421505 Rio Rufino";-;-;-;-;-;-;-
"421507 Riqueza";1;-;-;1;-;-;2
"421510 Rodeio";4;-;-;-;-;-;4
"421520 Romelândia";-;-;-;-;-;-;-
"421530 Salete";3;-;-;-;-;-;3
"421535 Saltinho";1;-;-;-;-;-;1
"421540 Salto Veloso";2;-;-;-;-;-;2
"421545 Sangão";4;-;-;-;-;-;4
"421550 Santa Cecília";3;-;-;1;-;-;4
"421555 Santa Helena";-;-;-;-;-;-;-
"421560 Santa Rosa de Lima";1;-;-;-;-;-;1
"421565 Santa Rosa do Sul";1;-;-;-;-;-;1
"421567 Santa Terezinha";1;-;-;-;-;-;1
"421568 Santa Terezinha do Progresso";-;-;-;-;-;-;-
"421569 Santiago do Sul";-;-;-;-;-;-;-
"421570 Santo Amaro da Imperatriz";3;-;-;-;-;-;3
"421580 São Bento do Sul";6;-;-;-;-;-;6
"421575 São Bernardino";-;1;-;-;-;-;1
"421590 São Bonifácio";-;-;-;-;-;-;-
"421600 São Carlos";4;-;-;-;-;-;4
"421605 São Cristovão do Sul";-;-;-;-;-;-;-
"421610 São Domingos";1;-;-;-;-;-;1
"421620 São Francisco do Sul";3;-;-;1;-;-;4
"421630 São João Batista";5;-;-;1;-;-;6
"421635 São João do Itaperiú";-;-;-;-;-;-;-
"421625 São João do Oeste";2;-;-;-;-;-;2
"421640 São João do Sul";-;-;-;-;-;1;1
"421650 São Joaquim";-;-;-;-;-;-;-
"421660 São José";19;-;1;-;-;-;20
"421670 São José do Cedro";1;-;-;-;-;-;1
"421680 São José do Cerrito";-;-;-;-;-;-;-
"421690 São Lourenço do Oeste";5;-;-;-;-;-;5
"421700 São Ludgero";2;-;-;-;-;1;3
"421710 São Martinho";-;-;-;-;-;-;-
"421715 São Miguel da Boa Vista";-;-;-;-;-;-;-
"421720 São Miguel do Oeste";7;-;-;-;-;-;7
"421725 São Pedro de Alcântara";1;-;-;-;-;-;1
"421730 Saudades";2;-;-;-;-;-;2
"421740 Schroeder";-;-;-;-;-;-;-
"421750 Seara";1;-;-;-;-;-;1
"421755 Serra Alta";-;-;-;-;-;-;-
"421760 Siderópolis";-;-;-;-;-;-;-
"421770 Sombrio";4;-;-;-;-;-;4
"421775 Sul Brasil";-;-;-;-;-;-;-
"421780 Taió";2;-;-;-;-;-;2
"421790 Tangará";-;-;-;-;-;-;-
"421795 Tigrinhos";1;-;-;-;-;-;1
"421800 Tijucas";4;-;-;-;-;-;4
"421810 Timbé do Sul";1;-;-;-;-;-;1
"421820 Timbó";5;-;-;-;-;1;6
"421825 Timbó Grande";-;-;-;-;-;-;-
"421830 Três Barras";2;-;-;-;-;-;2
"421835 Treviso";-;-;-;-;-;-;-
"421840 Treze de Maio";-;-;-;-;-;-;-
"421850 Treze Tílias";1;-;-;-;-;-;1
"421860 Trombudo Central";-;-;-;-;-;-;-
"421870 Tubarão";15;-;-;1;-;-;16
"421875 Tunápolis";-;-;-;-;-;-;-
"421880 Turvo";-;-;-;-;-;1;1
"421885 União do Oeste";1;-;-;-;-;-;1
"421890 Urubici";4;-;-;1;-;-;5
"421895 Urupema";-;-;-;-;-;-;-
"421900 Urussanga";4;-;-;-;-;-;4
"421910 Vargeão";1;-;-;-;-;-;1
"421915 Vargem";-;-;-;-;-;-;-
"421917 Vargem Bonita";-;-;-;-;-;-;-
"421920 Vidal Ramos";1;-;-;-;-;-;1
"421930 Videira";2;-;-;1;-;-;3
"421935 Vitor Meireles";-;-;-;-;-;-;-
"421940 Witmarsum";1;-;-;-;-;-;1
"421950 Xanxerê";5;-;-;-;-;-;5
"421960 Xavantina";1;-;-;-;-;-;1
"421970 Xaxim";5;-;-;-;-;-;5
"421985 Zortéa";1;-;-;-;-;-;1
"420000 Município ignorado - SC";-;-;-;-;-;-;-
"430003 Aceguá";-;-;-;-;-;-;-
"430005 Água Santa";-;-;-;-;-;-;-
"430010 Agudo";3;1;-;-;-;-;4
"430020 Ajuricaba";2;-;-;-;-;-;2
"430030 Alecrim";-;-;-;-;-;-;-
"430040 Alegrete";10;1;-;-;-;2;13
"430045 Alegria";-;-;-;-;-;-;-
"430047 Almirante Tamandaré do Sul";-;-;-;-;-;-;-
"430050 Alpestre";-;-;-;-;-;-;-
"430055 Alto Alegre";-;-;-;-;-;-;-
"430057 Alto Feliz";1;-;-;-;-;-;1
"430060 Alvorada";16;3;-;-;-;-;19
"430063 Amaral Ferrador";1;-;-;-;-;-;1
"430064 Ametista do Sul";1;-;-;-;-;-;1
"430066 André da Rocha";-;-;-;-;-;-;-
"430070 Anta Gorda";1;-;-;-;-;-;1
"430080 Antônio Prado";2;-;-;-;-;-;2
"430085 Arambaré";-;-;-;-;-;-;-
"430087 Araricá";1;-;-;-;-;-;1
"430090 Aratiba";1;-;-;-;-;-;1
"430100 Arroio do Meio";5;-;-;-;-;-;5
"430107 Arroio do Padre";1;1;-;-;-;-;2
"430105 Arroio do Sal";3;-;-;-;-;-;3
"430120 Arroio do Tigre";2;-;-;-;-;-;2
"430110 Arroio dos Ratos";2;-;-;-;-;-;2
"430130 Arroio Grande";1;-;-;-;-;-;1
"430140 Arvorezinha";2;-;-;1;-;-;3
"430150 Augusto Pestana";-;-;-;-;-;-;-
"430155 Áurea";2;-;-;-;-;-;2
"430160 Bagé";18;-;-;-;-;1;19
"430163 Balneário Pinhal";-;-;-;-;-;-;-
"430165 Barão";-;-;-;-;-;-;-
"430170 Barão de Cotegipe";1;-;-;-;-;-;1
"430175 Barão do Triunfo";-;-;-;-;-;-;-
"430185 Barra do Guarita";2;-;-;-;-;-;2
"430187 Barra do Quaraí";1;-;-;-;-;-;1
"430190 Barra do Ribeiro";-;-;-;-;-;-;-
"430192 Barra do Rio Azul";-;-;-;-;-;-;-
"430195 Barra Funda";-;-;-;-;-;-;-
"430180 Barracão";-;-;-;-;-;-;-
"430200 Barros Cassal";2;-;-;-;-;-;2
"430205 Benjamin Constant do Sul";-;-;-;-;-;-;-
"430210 Bento Gonçalves";15;-;-;1;-;-;16
"430215 Boa Vista das Missões";-;-;-;-;-;-;-
"430220 Boa Vista do Buricá";-;-;-;-;-;-;-
"430222 Boa Vista do Cadeado";-;-;-;-;-;-;-
"430223 Boa Vista do Incra";-;-;-;-;-;-;-
"430225 Boa Vista do Sul";-;-;-;-;-;-;-
"430230 Bom Jesus";2;-;-;-;-;-;2
"430235 Bom Princípio";5;-;-;-;-;-;5
"430237 Bom Progresso";-;-;-;-;-;-;-
"430240 Bom Retiro do Sul";2;-;-;-;-;-;2
"430245 Boqueirão do Leão";1;-;-;-;-;-;1
"430250 Bossoroca";-;-;-;-;-;-;-
"430258 Bozano";-;-;-;-;-;-;-
"430260 Braga";1;-;-;-;-;-;1
"430265 Brochier";-;-;-;-;-;-;-
"430270 Butiá";1;-;-;-;-;-;1
"430280 Caçapava do Sul";3;-;-;-;-;-;3
"430290 Cacequi";3;-;-;-;-;-;3
"430300 Cachoeira do Sul";16;2;-;-;-;-;18
"430310 Cachoeirinha";9;-;-;1;-;-;10
"430320 Cacique Doble";1;-;-;-;-;-;1
"430330 Caibaté";-;-;-;-;-;-;-
"430340 Caiçara";2;-;-;-;-;-;2
"430350 Camaquã";14;-;-;1;-;-;15
"430355 Camargo";-;-;-;-;-;-;-
"430360 Cambará do Sul";-;-;-;-;-;-;-
"430367 Campestre da Serra";1;-;-;-;-;-;1
"430370 Campina das Missões";-;-;-;-;-;-;-
"430380 Campinas do Sul";-;-;-;-;-;-;-
"430390 Campo Bom";7;-;-;-;-;-;7
"430400 Campo Novo";-;-;-;-;-;-;-
"430410 Campos Borges";-;-;-;-;-;-;-
"430420 Candelária";12;-;-;2;-;1;15
"430430 Cândido Godói";1;-;-;-;-;-;1
"430435 Candiota";1;-;-;-;-;-;1
"430440 Canela";4;-;-;-;-;-;4
"430450 Canguçu";9;-;-;-;-;-;9
"430460 Canoas";43;2;-;1;-;2;48
"430461 Canudos do Vale";-;-;-;-;-;-;-
"430462 Capão Bonito do Sul";-;-;-;-;-;-;-
"430463 Capão da Canoa";7;1;-;-;-;-;8
"430465 Capão do Cipó";-;-;-;-;-;-;-
"430466 Capão do Leão";2;-;-;1;-;-;3
"430468 Capela de Santana";1;-;-;-;-;-;1
"430469 Capitão";-;-;-;-;-;-;-
"430467 Capivari do Sul";2;-;-;-;-;-;2
"430471 Caraá";1;-;-;-;-;-;1
"430470 Carazinho";7;-;-;1;-;-;8
"430480 Carlos Barbosa";1;-;-;-;-;-;1
"430485 Carlos Gomes";-;-;-;-;-;-;-
"430490 Casca";-;-;-;-;-;-;-
"430495 Caseiros";-;-;-;-;-;-;-
"430500 Catuípe";1;-;-;-;-;-;1
"430510 Caxias do Sul";61;1;-;2;-;-;64
"430511 Centenário";-;-;-;-;-;-;-
"430512 Cerrito";1;-;-;-;-;-;1
"430513 Cerro Branco";-;-;-;-;-;-;-
"430515 Cerro Grande";1;-;-;-;-;-;1
"430517 Cerro Grande do Sul";2;-;-;-;-;-;2
"430520 Cerro Largo";3;-;-;-;-;-;3
"430530 Chapada";2;-;-;-;-;-;2
"430535 Charqueadas";3;-;-;-;-;-;3
"430537 Charrua";-;-;-;-;1;-;1
"430540 Chiapetta";1;-;-;-;-;-;1
"430543 Chuí";1;-;-;-;-;-;1
"430544 Chuvisca";-;-;-;-;-;-;-
"430545 Cidreira";1;-;-;-;-;-;1
"430550 Ciríaco";-;-;-;-;-;-;-
"430558 Colinas";1;-;-;-;-;-;1
"430560 Colorado";-;-;-;-;-;-;-
"430570 Condor";2;-;-;-;-;-;2
"430580 Constantina";2;-;-;-;-;-;2
"430583 Coqueiro Baixo";1;-;-;-;-;-;1
"430585 Coqueiros do Sul";-;-;-;-;-;-;-
"430587 Coronel Barros";1;-;-;-;-;-;1
"430590 Coronel Bicaco";2;-;-;-;-;-;2
"430593 Coronel Pilar";1;-;-;-;-;-;1
"430595 Cotiporã";1;-;-;-;-;-;1
"430597 Coxilha";-;-;-;-;-;-;-
"430600 Crissiumal";4;1;-;-;-;-;5
"430605 Cristal";1;-;-;-;-;-;1
"430607 Cristal do Sul";-;-;-;-;-;-;-
"430610 Cruz Alta";11;-;-;1;-;1;13
"430613 Cruzaltense";-;-;-;-;-;-;-
"430620 Cruzeiro do Sul";-;-;-;-;-;-;-
"430630 David Canabarro";1;-;-;1;-;-;2
"430632 Derrubadas";-;-;-;-;-;-;-
"430635 Dezesseis de Novembro";-;-;-;-;-;-;-
"430637 Dilermando de Aguiar";-;-;-;-;-;-;-
"430640 Dois Irmãos";4;-;-;-;-;-;4
"430642 Dois Irmãos das Missões";-;-;-;-;-;-;-
"430645 Dois Lajeados";1;-;-;-;-;-;1
"430650 Dom Feliciano";1;-;-;-;-;-;1
"430660 Dom Pedrito";3;-;-;-;-;1;4
"430655 Dom Pedro de Alcântara";-;-;-;-;-;-;-
"430670 Dona Francisca";-;-;-;-;-;-;-
"430673 Doutor Maurício Cardoso";3;-;-;-;-;-;3
"430675 Doutor Ricardo";-;-;-;-;-;-;-
"430676 Eldorado do Sul";6;-;-;-;-;1;7
"430680 Encantado";3;-;-;-;-;-;3
"430690 Encruzilhada do Sul";7;1;-;-;-;-;8
"430692 Engenho Velho";-;-;-;-;-;-;-
"430695 Entre Rios do Sul";2;-;-;-;-;-;2
"430693 Entre-Ijuís";-;-;-;-;-;-;-
"430697 Erebango";-;-;-;-;-;-;-
"430700 Erechim";9;-;-;1;-;-;10
"430705 Ernestina";-;-;-;-;-;-;-
"430720 Erval Grande";2;-;-;-;-;-;2
"430730 Erval Seco";1;-;-;1;-;-;2
"430740 Esmeralda";2;-;-;-;-;-;2
"430745 Esperança do Sul";-;-;-;-;-;-;-
"430750 Espumoso";1;-;-;-;-;-;1
"430755 Estação";1;-;-;-;-;-;1
"430760 Estância Velha";10;-;-;-;-;-;10
"430770 Esteio";7;1;1;1;-;-;10
"430780 Estrela";2;-;-;-;-;-;2
"430781 Estrela Velha";1;-;-;-;-;-;1
"430783 Eugênio de Castro";-;-;-;-;-;-;-
"430786 Fagundes Varela";-;-;-;-;-;-;-
"430790 Farroupilha";7;1;-;-;-;-;8
"430800 Faxinal do Soturno";1;-;-;-;-;-;1
"430805 Faxinalzinho";-;-;-;-;-;-;-
