 Óbitos por Causas Externas - Brasil
Óbitos p/Residênc por Município e Cor/raça
Sexo: Fem
Período:2012
"Município";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Ignorado";"Total"
"420415 Celso Ramos";-;-;-;-;-;-;-
"420417 Cerro Negro";1;-;-;-;-;-;1
"420419 Chapadão do Lageado";2;-;-;-;-;-;2
"420420 Chapecó";28;1;-;1;1;-;31
"420425 Cocal do Sul";1;-;-;-;-;-;1
"420430 Concórdia";7;-;-;1;-;-;8
"420435 Cordilheira Alta";-;-;-;-;-;-;-
"420440 Coronel Freitas";-;-;-;-;-;-;-
"420445 Coronel Martins";1;-;-;-;-;-;1
"420455 Correia Pinto";3;-;-;-;-;-;3
"420450 Corupá";4;-;-;-;-;-;4
"420460 Criciúma";28;5;-;-;-;-;33
"420470 Cunha Porã";3;-;-;-;-;-;3
"420475 Cunhataí";1;-;-;-;-;-;1
"420480 Curitibanos";5;-;-;-;-;-;5
"420490 Descanso";1;1;-;-;-;-;2
"420500 Dionísio Cerqueira";1;-;-;-;-;-;1
"420510 Dona Emma";1;-;-;-;-;-;1
"420515 Doutor Pedrinho";2;-;-;-;-;-;2
"420517 Entre Rios";1;-;-;-;-;1;2
"420519 Ermo";-;-;-;-;-;-;-
"420520 Erval Velho";2;-;-;-;-;-;2
"420530 Faxinal dos Guedes";-;-;-;-;-;-;-
"420535 Flor do Sertão";-;-;-;-;-;-;-
"420540 Florianópolis";59;1;1;3;1;-;65
"420543 Formosa do Sul";-;-;-;-;-;-;-
"420545 Forquilhinha";2;-;-;-;-;-;2
"420550 Fraiburgo";2;-;-;-;-;-;2
"420555 Frei Rogério";-;-;-;-;-;-;-
"420560 Galvão";1;-;-;-;-;-;1
"420570 Garopaba";5;-;-;-;-;-;5
"420580 Garuva";3;-;-;1;-;-;4
"420590 Gaspar";7;-;-;-;-;1;8
"420600 Governador Celso Ramos";2;-;-;-;-;-;2
"420610 Grão Pará";1;-;-;-;-;-;1
"420620 Gravatal";1;-;-;-;-;-;1
"420630 Guabiruba";2;-;-;1;-;-;3
"420640 Guaraciaba";1;-;-;-;-;-;1
"420650 Guaramirim";7;-;-;2;-;-;9
"420660 Guarujá do Sul";-;-;-;-;-;-;-
"420665 Guatambú";-;-;-;-;-;-;-
"420670 Herval d'Oeste";1;-;-;-;-;-;1
"420675 Ibiam";1;-;-;-;-;-;1
"420680 Ibicaré";1;-;-;-;-;-;1
"420690 Ibirama";2;-;-;-;-;-;2
"420700 Içara";9;-;-;-;-;-;9
"420710 Ilhota";4;-;-;-;-;-;4
"420720 Imaruí";1;-;-;-;-;-;1
"420730 Imbituba";11;-;-;-;-;-;11
"420740 Imbuia";1;-;-;-;-;-;1
"420750 Indaial";13;-;-;-;-;-;13
"420757 Iomerê";-;-;-;-;-;-;-
"420760 Ipira";-;-;-;-;-;-;-
"420765 Iporã do Oeste";1;-;-;-;-;-;1
"420768 Ipuaçu";1;-;-;-;-;-;1
"420770 Ipumirim";4;-;-;-;-;-;4
"420775 Iraceminha";-;-;-;-;-;-;-
"420780 Irani";3;-;-;-;-;-;3
"420785 Irati";-;-;-;-;-;-;-
"420790 Irineópolis";-;-;-;-;-;-;-
"420800 Itá";-;-;-;-;-;-;-
"420810 Itaiópolis";1;-;-;-;-;-;1
"420820 Itajaí";24;2;-;-;-;-;26
"420830 Itapema";7;-;-;1;-;-;8
"420840 Itapiranga";1;-;-;-;-;-;1
"420845 Itapoá";-;-;-;-;-;-;-
"420850 Ituporanga";5;-;-;-;-;-;5
"420860 Jaborá";-;-;-;-;-;-;-
"420870 Jacinto Machado";1;-;-;-;-;-;1
"420880 Jaguaruna";-;-;-;-;-;-;-
"420890 Jaraguá do Sul";35;-;-;-;-;-;35
"420895 Jardinópolis";1;-;-;-;-;-;1
"420900 Joaçaba";2;-;-;-;-;1;3
"420910 Joinville";44;3;-;4;-;-;51
"420915 José Boiteux";-;-;-;-;-;-;-
"420917 Jupiá";-;1;-;-;-;1;2
"420920 Lacerdópolis";1;-;-;-;-;-;1
"420930 Lages";12;1;-;-;1;4;18
"420940 Laguna";4;-;-;1;-;1;6
"420945 Lajeado Grande";-;-;-;-;-;-;-
"420950 Laurentino";-;-;-;-;-;-;-
"420960 Lauro Muller";-;-;-;-;-;-;-
"420970 Lebon Régis";-;-;-;-;-;-;-
"420980 Leoberto Leal";-;-;-;-;-;-;-
"420985 Lindóia do Sul";-;-;-;-;-;-;-
"420990 Lontras";4;-;-;-;-;-;4
"421000 Luiz Alves";4;-;-;-;-;-;4
"421003 Luzerna";-;-;-;-;-;-;-
"421005 Macieira";-;-;-;-;-;-;-
"421010 Mafra";9;-;-;-;-;-;9
"421020 Major Gercino";-;-;-;-;-;-;-
"421030 Major Vieira";1;-;-;-;-;2;3
"421040 Maracajá";-;-;-;-;-;-;-
"421050 Maravilha";6;-;-;-;-;-;6
"421055 Marema";-;-;-;-;-;-;-
"421060 Massaranduba";2;-;-;-;-;-;2
"421070 Matos Costa";-;-;-;-;-;-;-
"421080 Meleiro";2;-;-;-;-;-;2
"421085 Mirim Doce";-;-;-;-;-;-;-
"421090 Modelo";-;-;-;-;-;-;-
"421100 Mondaí";-;-;-;-;-;-;-
"421105 Monte Carlo";-;-;-;-;-;-;-
"421110 Monte Castelo";2;-;-;-;-;-;2
"421120 Morro da Fumaça";-;-;-;-;-;-;-
"421125 Morro Grande";-;-;-;-;-;-;-
"421130 Navegantes";8;-;-;-;-;-;8
"421140 Nova Erechim";-;-;-;-;-;-;-
"421145 Nova Itaberaba";1;-;-;-;-;-;1
"421150 Nova Trento";3;-;-;-;-;-;3
"421160 Nova Veneza";-;-;-;-;-;-;-
"421165 Novo Horizonte";-;-;-;-;-;-;-
"421170 Orleans";2;-;-;-;-;-;2
"421175 Otacílio Costa";2;-;-;-;-;-;2
"421180 Ouro";1;-;-;-;-;-;1
"421185 Ouro Verde";-;-;-;-;-;-;-
"421187 Paial";1;-;-;-;-;-;1
"421189 Painel";2;-;-;-;-;-;2
"421190 Palhoça";19;-;-;2;-;-;21
"421200 Palma Sola";-;-;-;-;-;-;-
"421205 Palmeira";-;-;-;-;-;-;-
"421210 Palmitos";3;-;-;-;-;-;3
"421220 Papanduva";4;-;-;-;-;-;4
"421223 Paraíso";-;-;-;-;-;-;-
"421225 Passo de Torres";1;-;-;-;-;-;1
"421227 Passos Maia";-;-;-;-;-;-;-
"421230 Paulo Lopes";-;-;-;-;-;-;-
"421240 Pedras Grandes";-;-;-;-;-;-;-
"421250 Penha";5;-;-;-;-;-;5
"421260 Peritiba";1;-;-;-;-;-;1
"421265 Pescaria Brava";-;-;-;-;-;-;-
"421270 Petrolândia";-;-;-;-;-;-;-
"421290 Pinhalzinho";-;-;-;-;-;-;-
"421300 Pinheiro Preto";-;-;-;-;-;-;-
"421310 Piratuba";2;-;-;1;-;-;3
"421315 Planalto Alegre";1;-;-;-;-;-;1
"421320 Pomerode";7;-;-;-;-;-;7
"421330 Ponte Alta";2;-;-;-;-;-;2
"421335 Ponte Alta do Norte";-;-;-;-;-;-;-
"421340 Ponte Serrada";3;-;-;1;-;-;4
"421350 Porto Belo";1;-;-;-;-;-;1
"421360 Porto União";1;-;-;-;-;-;1
"421370 Pouso Redondo";5;-;-;-;-;-;5
"421380 Praia Grande";-;-;-;-;-;-;-
"421390 Presidente Castello Branco";-;-;-;-;-;-;-
"421400 Presidente Getúlio";5;-;-;-;-;-;5
"421410 Presidente Nereu";-;-;-;-;-;-;-
"421415 Princesa";1;-;-;-;-;-;1
"421420 Quilombo";-;-;-;-;-;-;-
"421430 Rancho Queimado";1;-;-;-;-;-;1
"421440 Rio das Antas";1;-;-;-;-;-;1
"421450 Rio do Campo";1;-;-;-;-;-;1
"421460 Rio do Oeste";-;-;-;-;-;-;-
"421480 Rio do Sul";7;-;-;-;-;-;7
"421470 Rio dos Cedros";2;-;-;-;-;-;2
"421490 Rio Fortuna";-;-;-;-;-;-;-
"421500 Rio Negrinho";5;-;-;-;-;-;5
"421505 Rio Rufino";-;-;-;-;-;-;-
"421507 Riqueza";-;-;-;-;-;-;-
"421510 Rodeio";2;-;-;-;-;-;2
"421520 Romelândia";1;-;-;-;-;-;1
"421530 Salete";1;-;-;-;-;-;1
"421535 Saltinho";1;-;-;-;-;-;1
"421540 Salto Veloso";1;-;-;-;-;-;1
"421545 Sangão";4;-;-;-;-;-;4
"421550 Santa Cecília";3;-;1;-;-;-;4
"421555 Santa Helena";-;-;-;-;-;-;-
"421560 Santa Rosa de Lima";-;-;-;-;-;-;-
"421565 Santa Rosa do Sul";-;-;-;-;-;-;-
"421567 Santa Terezinha";1;-;-;-;-;-;1
"421568 Santa Terezinha do Progresso";1;-;-;-;-;-;1
"421569 Santiago do Sul";-;-;-;-;-;-;-
"421570 Santo Amaro da Imperatriz";4;-;-;-;-;-;4
"421580 São Bento do Sul";5;-;-;-;-;-;5
"421575 São Bernardino";-;-;-;-;-;-;-
"421590 São Bonifácio";-;-;-;-;-;-;-
"421600 São Carlos";1;-;-;-;-;-;1
"421605 São Cristovão do Sul";-;-;-;-;-;-;-
"421610 São Domingos";2;-;-;-;-;-;2
"421620 São Francisco do Sul";5;1;-;-;-;-;6
"421630 São João Batista";5;-;-;-;-;-;5
"421635 São João do Itaperiú";-;-;-;-;-;-;-
"421625 São João do Oeste";-;-;-;-;-;-;-
"421640 São João do Sul";-;-;-;-;-;-;-
"421650 São Joaquim";1;-;-;-;-;-;1
"421660 São José";29;1;-;-;-;-;30
"421670 São José do Cedro";-;-;-;-;-;-;-
"421680 São José do Cerrito";1;-;-;-;-;-;1
"421690 São Lourenço do Oeste";1;-;-;1;-;-;2
"421700 São Ludgero";1;-;-;-;-;-;1
"421710 São Martinho";-;-;-;-;-;-;-
"421715 São Miguel da Boa Vista";-;-;-;-;-;-;-
"421720 São Miguel do Oeste";-;-;-;1;-;-;1
"421725 São Pedro de Alcântara";-;-;-;-;-;-;-
"421730 Saudades";-;-;-;-;-;-;-
"421740 Schroeder";3;-;-;-;-;-;3
"421750 Seara";4;-;-;-;-;-;4
"421755 Serra Alta";-;-;-;-;-;-;-
"421760 Siderópolis";-;-;-;1;-;-;1
"421770 Sombrio";4;-;-;-;-;-;4
"421775 Sul Brasil";-;-;-;-;-;-;-
"421780 Taió";3;-;-;-;-;-;3
"421790 Tangará";-;-;-;-;-;-;-
"421795 Tigrinhos";-;-;-;-;-;-;-
"421800 Tijucas";9;-;-;1;-;-;10
"421810 Timbé do Sul";2;-;-;-;-;-;2
"421820 Timbó";5;-;-;-;-;-;5
"421825 Timbó Grande";2;-;-;-;-;-;2
"421830 Três Barras";2;-;-;-;-;1;3
"421835 Treviso";-;-;-;-;-;-;-
"421840 Treze de Maio";3;-;-;-;-;-;3
"421850 Treze Tílias";-;-;-;-;-;-;-
"421860 Trombudo Central";1;-;-;-;-;-;1
"421870 Tubarão";24;1;-;-;-;-;25
"421875 Tunápolis";1;-;-;-;-;-;1
"421880 Turvo";-;-;-;-;-;-;-
"421885 União do Oeste";-;-;-;-;-;-;-
"421890 Urubici";2;-;-;-;-;-;2
"421895 Urupema";-;-;-;-;-;-;-
"421900 Urussanga";2;-;-;-;-;-;2
"421910 Vargeão";2;-;-;-;-;-;2
"421915 Vargem";-;-;-;1;-;-;1
"421917 Vargem Bonita";4;-;-;-;-;-;4
"421920 Vidal Ramos";-;-;-;-;-;-;-
"421930 Videira";4;-;-;-;-;-;4
"421935 Vitor Meireles";-;-;-;-;-;-;-
"421940 Witmarsum";-;-;-;-;-;-;-
"421950 Xanxerê";6;-;-;-;-;-;6
"421960 Xavantina";1;-;-;-;-;-;1
"421970 Xaxim";2;-;-;1;-;-;3
"421985 Zortéa";-;-;-;-;-;-;-
"420000 Município ignorado - SC";-;-;-;-;-;-;-
"430003 Aceguá";1;-;-;-;-;-;1
"430005 Água Santa";-;-;-;-;-;-;-
"430010 Agudo";2;-;-;-;-;-;2
"430020 Ajuricaba";-;-;-;-;-;-;-
"430030 Alecrim";1;-;-;-;-;-;1
"430040 Alegrete";5;-;-;-;-;-;5
"430045 Alegria";2;-;-;-;-;-;2
"430047 Almirante Tamandaré do Sul";-;-;-;-;-;-;-
"430050 Alpestre";2;-;-;-;-;-;2
"430055 Alto Alegre";-;-;-;-;-;-;-
"430057 Alto Feliz";-;-;-;-;-;-;-
"430060 Alvorada";20;2;-;2;-;-;24
"430063 Amaral Ferrador";4;-;-;-;-;-;4
"430064 Ametista do Sul";-;-;-;-;-;-;-
"430066 André da Rocha";1;-;-;-;-;-;1
"430070 Anta Gorda";-;-;-;-;-;-;-
"430080 Antônio Prado";1;-;-;-;-;-;1
"430085 Arambaré";-;-;-;-;-;-;-
"430087 Araricá";2;-;-;-;-;-;2
"430090 Aratiba";2;-;-;-;-;-;2
"430100 Arroio do Meio";2;-;-;-;-;-;2
"430107 Arroio do Padre";-;-;-;-;-;-;-
"430105 Arroio do Sal";1;-;-;-;-;-;1
"430120 Arroio do Tigre";1;-;-;-;-;-;1
"430110 Arroio dos Ratos";-;-;-;-;-;-;-
"430130 Arroio Grande";2;-;-;1;-;-;3
"430140 Arvorezinha";3;1;-;-;-;-;4
"430150 Augusto Pestana";-;-;-;-;-;-;-
"430155 Áurea";1;-;-;-;-;-;1
"430160 Bagé";9;-;-;1;-;-;10
"430163 Balneário Pinhal";1;-;-;-;-;-;1
"430165 Barão";2;-;-;-;-;-;2
"430170 Barão de Cotegipe";1;-;-;-;-;-;1
"430175 Barão do Triunfo";-;-;-;-;-;-;-
"430185 Barra do Guarita";-;-;-;-;-;-;-
"430187 Barra do Quaraí";-;-;-;-;-;-;-
"430190 Barra do Ribeiro";-;-;-;1;-;-;1
"430192 Barra do Rio Azul";-;-;-;-;-;-;-
"430195 Barra Funda";-;-;-;-;-;-;-
"430180 Barracão";-;-;-;-;-;-;-
"430200 Barros Cassal";5;-;-;-;-;-;5
"430205 Benjamin Constant do Sul";-;-;-;-;-;-;-
"430210 Bento Gonçalves";15;-;-;-;-;-;15
"430215 Boa Vista das Missões";-;-;-;-;-;-;-
"430220 Boa Vista do Buricá";-;-;-;-;-;-;-
"430222 Boa Vista do Cadeado";2;-;-;-;-;-;2
"430223 Boa Vista do Incra";-;-;-;-;-;-;-
"430225 Boa Vista do Sul";2;-;-;-;-;-;2
"430230 Bom Jesus";1;-;-;1;-;-;2
"430235 Bom Princípio";-;1;-;-;-;-;1
"430237 Bom Progresso";-;-;-;-;-;-;-
"430240 Bom Retiro do Sul";-;-;-;-;-;-;-
"430245 Boqueirão do Leão";1;-;-;-;-;-;1
"430250 Bossoroca";-;-;-;-;-;-;-
"430258 Bozano";-;-;-;-;-;-;-
"430260 Braga";1;-;-;-;-;-;1
"430265 Brochier";-;-;-;-;-;-;-
"430270 Butiá";1;1;-;-;-;-;2
"430280 Caçapava do Sul";2;-;-;1;-;-;3
"430290 Cacequi";1;-;-;-;-;-;1
"430300 Cachoeira do Sul";10;1;-;-;-;-;11
"430310 Cachoeirinha";12;-;-;-;-;-;12
"430320 Cacique Doble";-;-;-;-;-;-;-
"430330 Caibaté";-;-;-;-;-;-;-
"430340 Caiçara";1;-;-;-;-;-;1
"430350 Camaquã";9;-;-;-;-;-;9
"430355 Camargo";-;-;-;-;-;-;-
"430360 Cambará do Sul";-;-;-;-;-;-;-
"430367 Campestre da Serra";1;-;-;-;-;-;1
"430370 Campina das Missões";-;-;-;-;-;-;-
"430380 Campinas do Sul";-;-;-;-;-;-;-
"430390 Campo Bom";11;-;-;-;-;-;11
"430400 Campo Novo";1;-;-;-;-;-;1
"430410 Campos Borges";1;-;-;-;-;-;1
"430420 Candelária";8;-;-;-;-;-;8
"430430 Cândido Godói";1;-;-;-;-;-;1
"430435 Candiota";1;-;-;-;-;-;1
"430440 Canela";3;-;-;1;-;-;4
"430450 Canguçu";9;-;-;-;-;-;9
"430460 Canoas";49;-;-;4;-;-;53
"430461 Canudos do Vale";2;-;-;-;-;-;2
"430462 Capão Bonito do Sul";-;-;-;-;-;-;-
"430463 Capão da Canoa";8;-;-;-;-;-;8
"430465 Capão do Cipó";-;-;-;-;-;-;-
"430466 Capão do Leão";3;-;-;1;-;-;4
"430468 Capela de Santana";2;-;-;-;-;-;2
"430469 Capitão";-;-;-;-;-;-;-
"430467 Capivari do Sul";3;-;-;-;-;-;3
"430471 Caraá";-;-;-;-;-;-;-
"430470 Carazinho";17;-;-;-;-;-;17
"430480 Carlos Barbosa";-;-;-;-;-;-;-
"430485 Carlos Gomes";1;-;-;-;-;-;1
"430490 Casca";2;-;-;-;-;-;2
"430495 Caseiros";1;-;-;-;-;-;1
"430500 Catuípe";1;-;-;-;-;-;1
"430510 Caxias do Sul";43;-;-;3;-;2;48
"430511 Centenário";-;-;-;-;-;-;-
"430512 Cerrito";2;-;-;-;-;-;2
"430513 Cerro Branco";-;-;-;-;-;-;-
"430515 Cerro Grande";1;-;-;-;-;-;1
"430517 Cerro Grande do Sul";-;-;-;-;-;-;-
"430520 Cerro Largo";1;-;-;-;-;-;1
"430530 Chapada";5;-;-;1;-;-;6
"430535 Charqueadas";5;-;-;1;-;-;6
"430537 Charrua";-;-;-;-;-;-;-
"430540 Chiapetta";1;-;-;-;-;-;1
"430543 Chuí";2;-;-;-;-;-;2
"430544 Chuvisca";-;-;-;-;-;-;-
"430545 Cidreira";5;-;-;-;-;1;6
"430550 Ciríaco";-;-;-;-;-;-;-
"430558 Colinas";-;-;-;-;-;-;-
"430560 Colorado";-;-;-;-;-;-;-
"430570 Condor";-;-;-;-;-;-;-
"430580 Constantina";-;-;-;-;-;-;-
"430583 Coqueiro Baixo";-;-;-;-;-;-;-
"430585 Coqueiros do Sul";-;-;-;-;-;-;-
"430587 Coronel Barros";-;-;-;-;-;-;-
"430590 Coronel Bicaco";-;-;-;-;-;-;-
"430593 Coronel Pilar";-;-;-;-;-;-;-
"430595 Cotiporã";1;-;-;-;-;-;1
"430597 Coxilha";2;-;-;-;-;-;2
"430600 Crissiumal";1;-;-;1;-;-;2
"430605 Cristal";2;-;-;-;-;-;2
"430607 Cristal do Sul";1;-;-;-;-;-;1
"430610 Cruz Alta";5;-;-;-;-;-;5
"430613 Cruzaltense";-;-;-;-;-;-;-
"430620 Cruzeiro do Sul";2;-;-;-;-;-;2
"430630 David Canabarro";1;-;-;-;-;-;1
"430632 Derrubadas";1;-;-;-;-;-;1
"430635 Dezesseis de Novembro";-;-;-;-;-;-;-
"430637 Dilermando de Aguiar";-;-;-;-;-;-;-
"430640 Dois Irmãos";4;-;-;-;-;-;4
"430642 Dois Irmãos das Missões";-;-;-;-;-;-;-
"430645 Dois Lajeados";-;-;-;-;-;-;-
"430650 Dom Feliciano";1;-;-;-;-;-;1
"430660 Dom Pedrito";1;-;-;-;-;-;1
"430655 Dom Pedro de Alcântara";1;-;-;-;-;-;1
"430670 Dona Francisca";-;-;-;-;-;-;-
"430673 Doutor Maurício Cardoso";-;-;-;-;-;-;-
"430675 Doutor Ricardo";-;-;-;-;-;-;-
"430676 Eldorado do Sul";1;-;-;-;-;-;1
"430680 Encantado";2;-;-;-;-;-;2
"430690 Encruzilhada do Sul";1;1;-;-;-;-;2
"430692 Engenho Velho";1;-;-;-;-;-;1
"430695 Entre Rios do Sul";1;-;-;-;-;-;1
"430693 Entre-Ijuís";4;-;-;-;-;-;4
"430697 Erebango";1;-;-;-;-;-;1
"430700 Erechim";12;-;-;-;-;-;12
"430705 Ernestina";1;-;-;-;-;-;1
"430720 Erval Grande";-;-;-;-;-;-;-
"430730 Erval Seco";-;-;-;-;-;-;-
"430740 Esmeralda";1;-;-;-;-;-;1
"430745 Esperança do Sul";-;-;-;-;-;-;-
"430750 Espumoso";3;-;-;-;-;-;3
"430755 Estação";2;-;-;-;-;-;2
"430760 Estância Velha";6;-;-;-;-;-;6
"430770 Esteio";6;-;-;-;-;-;6
"430780 Estrela";4;2;-;-;-;-;6
"430781 Estrela Velha";1;-;-;-;-;-;1
"430783 Eugênio de Castro";-;-;-;-;-;-;-
"430786 Fagundes Varela";1;-;-;-;-;-;1
"430790 Farroupilha";9;-;-;-;-;-;9
"430800 Faxinal do Soturno";-;-;-;-;-;-;-
"430805 Faxinalzinho";-;-;-;-;-;-;-
"430807 Fazenda Vilanova";-;-;-;-;-;-;-
"430810 Feliz";1;-;-;-;-;-;1
"430820 Flores da Cunha";3;-;-;-;-;-;3
"430825 Floriano Peixoto";-;-;-;-;-;-;-
"430830 Fontoura Xavier";1;-;-;-;-;-;1
"430840 Formigueiro";1;-;-;-;-;-;1
"430843 Forquetinha";1;-;-;-;-;-;1
"430845 Fortaleza dos Valos";1;-;-;-;-;-;1
"430850 Frederico Westphalen";2;-;-;-;-;-;2
"430860 Garibaldi";7;-;-;-;-;-;7
"430865 Garruchos";1;-;-;-;-;-;1
"430870 Gaurama";-;-;-;-;-;-;-
"430880 General Câmara";2;-;-;-;-;-;2
"430885 Gentil";1;-;-;-;-;-;1
"430890 Getúlio Vargas";3;-;-;-;-;-;3
"430900 Giruá";5;-;-;-;-;-;5
"430905 Glorinha";-;-;-;-;-;-;-
"430910 Gramado";2;-;-;-;-;-;2
"430912 Gramado dos Loureiros";-;-;-;-;-;-;-
"430915 Gramado Xavier";1;-;-;-;-;-;1
"430920 Gravataí";20;2;-;4;-;-;26
"430925 Guabiju";2;-;-;-;-;-;2
"430930 Guaíba";7;3;-;-;-;1;11
"430940 Guaporé";4;-;-;-;-;-;4
"430950 Guarani das Missões";-;-;-;-;-;-;-
"430955 Harmonia";2;-;-;-;-;-;2
"430710 Herval";1;-;-;-;-;-;1
"430957 Herveiras";2;-;-;-;-;-;2
"430960 Horizontina";6;-;-;-;-;-;6
"430965 Hulha Negra";1;-;-;-;-;-;1
"430970 Humaitá";-;-;-;-;-;-;-
"430975 Ibarama";-;-;-;-;-;-;-
"430980 Ibiaçá";-;-;-;-;-;-;-
"430990 Ibiraiaras";2;-;-;-;-;-;2
"430995 Ibirapuitã";1;-;-;-;-;-;1
"431000 Ibirubá";-;-;-;1;-;-;1
"431010 Igrejinha";3;-;-;-;-;-;3
"431020 Ijuí";10;-;-;-;-;-;10
"431030 Ilópolis";-;-;-;1;-;1;2
"431033 Imbé";2;-;-;-;-;1;3
"431036 Imigrante";-;-;-;-;-;-;-
"431040 Independência";1;-;-;-;-;-;1
"431041 Inhacorá";1;-;-;-;1;-;2
"431043 Ipê";3;-;-;-;-;-;3
"431046 Ipiranga do Sul";-;-;-;-;-;-;-
"431050 Iraí";2;-;-;-;1;-;3
"431053 Itaara";-;-;-;-;-;-;-
"431055 Itacurubi";-;-;-;-;-;-;-
"431057 Itapuca";1;-;-;-;-;-;1
"431060 Itaqui";3;-;-;1;-;-;4
"431065 Itati";-;-;-;-;-;-;-
"431070 Itatiba do Sul";1;-;-;-;-;-;1
"431075 Ivorá";1;-;-;-;-;-;1
"431080 Ivoti";-;-;1;-;-;-;1
"431085 Jaboticaba";1;-;-;-;-;-;1
"431087 Jacuizinho";1;-;-;-;-;-;1
"431090 Jacutinga";-;-;-;-;-;-;-
"431100 Jaguarão";3;1;-;-;-;-;4
"431110 Jaguari";1;-;-;-;-;-;1
"431112 Jaquirana";1;-;-;-;-;-;1
"431113 Jari";-;-;-;-;-;-;-
"431115 Jóia";-;-;-;-;-;-;-
"431120 Júlio de Castilhos";4;-;-;1;-;-;5
"431123 Lagoa Bonita do Sul";-;-;-;-;-;-;-
"431127 Lagoa dos Três Cantos";1;-;-;-;-;-;1
"431130 Lagoa Vermelha";4;-;-;-;-;-;4
"431125 Lagoão";-;-;-;-;-;-;-
"431140 Lajeado";13;1;-;-;-;-;14
"431142 Lajeado do Bugre";1;-;-;-;-;-;1
"431150 Lavras do Sul";1;-;-;-;-;-;1
"431160 Liberato Salzano";2;-;-;-;-;-;2
"431162 Lindolfo Collor";-;-;-;-;-;-;-
"431164 Linha Nova";-;-;-;-;-;-;-
"431171 Maçambará";-;-;-;-;-;-;-
"431170 Machadinho";2;-;-;-;-;-;2
"431173 Mampituba";-;-;-;-;-;-;-
"431175 Manoel Viana";4;-;-;-;-;-;4
"431177 Maquiné";-;-;-;-;-;-;-
"431179 Maratá";-;-;-;-;-;-;-
"431180 Marau";6;-;-;-;-;-;6
"431190 Marcelino Ramos";-;-;-;-;-;-;-
"431198 Mariana Pimentel";-;-;-;-;-;-;-
"431200 Mariano Moro";-;-;-;-;-;-;-
"431205 Marques de Souza";-;-;-;-;-;-;-
"431210 Mata";2;-;-;-;-;-;2
"431213 Mato Castelhano";2;-;-;-;-;-;2
"431215 Mato Leitão";-;-;-;-;-;-;-
"431217 Mato Queimado";-;-;-;-;-;-;-
"431220 Maximiliano de Almeida";1;-;-;-;-;-;1
"431225 Minas do Leão";1;-;-;-;-;-;1
"431230 Miraguaí";-;-;-;-;-;-;-
"431235 Montauri";-;-;-;-;-;-;-
"431237 Monte Alegre dos Campos";1;-;-;-;-;-;1
"431238 Monte Belo do Sul";2;-;-;-;-;-;2
"431240 Montenegro";8;-;-;-;-;-;8
"431242 Mormaço";-;-;-;-;-;-;-
"431244 Morrinhos do Sul";-;-;-;-;-;-;-
"431245 Morro Redondo";2;-;-;-;-;-;2
"431247 Morro Reuter";2;-;-;-;-;-;2
"431250 Mostardas";2;-;-;-;-;-;2
"431260 Muçum";1;-;-;-;-;-;1
"431261 Muitos Capões";-;-;-;-;-;-;-
"431262 Muliterno";-;-;-;-;-;-;-
"431265 Não-Me-Toque";8;-;-;-;-;-;8
"431267 Nicolau Vergueiro";-;-;-;-;-;-;-
"431270 Nonoai";-;-;-;-;-;-;-
"431275 Nova Alvorada";1;-;-;-;-;-;1
"431280 Nova Araçá";-;-;-;-;-;-;-
"431290 Nova Bassano";5;-;-;-;-;-;5
"431295 Nova Boa Vista";-;-;-;-;-;-;-
"431300 Nova Bréscia";1;-;-;-;-;-;1
"431301 Nova Candelária";-;-;-;-;-;-;-
"431303 Nova Esperança do Sul";-;-;-;-;-;-;-
"431306 Nova Hartz";1;-;-;-;-;-;1
"431308 Nova Pádua";-;-;-;-;-;-;-
"431310 Nova Palma";-;-;-;-;-;-;-
"431320 Nova Petrópolis";-;-;-;-;-;-;-
"431330 Nova Prata";2;-;-;1;-;-;3
"431333 Nova Ramada";-;-;-;-;-;-;-
"431335 Nova Roma do Sul";-;-;-;-;-;-;-
"431337 Nova Santa Rita";-;1;-;-;-;-;1
"431349 Novo Barreiro";-;-;-;-;-;-;-
"431339 Novo Cabrais";1;-;-;-;-;-;1
"431340 Novo Hamburgo";28;1;-;1;-;-;30
"431342 Novo Machado";-;-;-;-;-;-;-
"431344 Novo Tiradentes";-;-;-;-;-;-;-
"431346 Novo Xingu";-;-;-;-;-;1;1
"431350 Osório";6;-;-;1;-;-;7
"431360 Paim Filho";-;-;-;-;-;-;-
"431365 Palmares do Sul";1;-;-;-;-;-;1
"431370 Palmeira das Missões";7;-;-;-;-;-;7
"431380 Palmitinho";4;-;-;-;-;-;4
"431390 Panambi";3;-;-;-;-;-;3
"431395 Pantano Grande";1;1;-;-;-;-;2
"431400 Paraí";1;-;-;-;-;-;1
"431402 Paraíso do Sul";2;-;-;-;-;-;2
"431403 Pareci Novo";1;-;-;-;-;-;1
"431405 Parobé";3;-;-;1;-;-;4
"431406 Passa Sete";-;1;-;-;-;-;1
"431407 Passo do Sobrado";2;-;-;-;-;-;2
"431410 Passo Fundo";32;1;-;1;-;-;34
"431413 Paulo Bento";1;-;-;-;-;-;1
"431415 Paverama";-;-;-;-;-;-;-
"431417 Pedras Altas";-;-;-;-;-;-;-
"431420 Pedro Osório";3;-;-;1;-;-;4
"431430 Pejuçara";1;-;-;-;-;-;1
"431440 Pelotas";57;1;-;2;-;-;60
"431442 Picada Café";-;-;-;-;-;-;-
